year	month	day	34.5	190	1500	1040				
2007	9	5	21	19	15	13				
2007	9	6	22	16.5	14	15				
2007	9	7	20.5	18	11	16				
2007	9	8	22	17	11	13				
2007	9	9	23	17	11.2	9				
2007	9	10	24.5	16.5	17	11				
2007	9	11	17	18.4	17	15				
2007	9	12	18	19	14.6	17				
2007	9	13	19	18.5	13	15				
2007	9	14	20.5	18	15.2	10				
2007	9	15	19	19.5	17	19				
2007	9	16	17	20	14	17				
2007	9	17	18	19	15.2	17				
2007	9	18	16.5	19	14.2	16				
2007	9	19	16.5	18	12	13				
2007	9	20	17	17.5	11	13				
2007	9	21	15.5	18	12	12				
2007	9	22	16.5	16.5	10	10				
2007	9	23	15.5	16.5	11	9				
2007	9	24	16	16.5	11	9				
2007	9	25	15	17	11	7				
2007	9	26	15.5	16.5	14.2	10				
2007	9	27	14.5	17.4	13	12				
2007	9	28	15	17	11	12				
2007	9	29	14	17	9.7	12				
2007	9	30	15	15	8	10				
2007	10	1	13	14	4	8				
2007	10	2	14.5	13	3	5				
2007	10	3	13	13.5	6	6				
2007	10	4	13.5	14	7	6				
2007	10	5	13	14.5	7	4				
2007	10	6	12.5	14	7	6				
2007	10	7	13.5	13.5	8	7				
2007	10	8	12	14	8	9				
2007	10	9	13	15	9	10				
2007	10	10	13.5	14	6.7	7				
2007	10	11	14	14	6.8	6				
2007	10	12	15	14	8	7				
2007	10	13	10	14	9.8	9				
2007	10	14	13.2	15	11.2	9				
2007	10	15	15	14	13	8				
2007	10	16	15	16	14.2	10				
2007	10	17	14	18	9	14				
2007	10	18	12	12	7.7	7				
2007	10	19	13	13	4	5				
2007	10	20	10	13	4.6	6.8				
2007	10	21	10.5	12	8	8				
2007	10	22	11.5	13.8	8	7				
2007	10	23	11.5	12	7	10				
2007	10	24	10.5	12	6	7				
2007	10	25	11.5	11.5	5	7				
2007	10	26	11	12.5	5	6				
2007	10	27	12	12.5	5.8	6				
2007	10	28	9.5	12	7	7				
2007	10	29	10	11	7	5				
2007	10	30	11	11	9.8	5				
2007	10	31	12	10	11	7				
2007	11	1	13	11.2	5	7				
2007	11	2	12	13	5.2	8				
2007	11	3	10	12.5	7	5				
2007	11	4	11.5	14	3.5	5				
2007	11	5	10	9.5	3.6	5				
2007	11	6	11.5	10	7	5				
2007	11	7	10	12	9.2	5				
2007	11	8	12	10.5	7	9				
2007	11	9	13	13	7	7				
2007	11	10	9	10	3	4				
2007	11	11	9	8.5	4	4				
2007	11	12	11	9.2	7	4				
2007	11	13	12	10	2	4				
2007	11	14	10.5	10	2.4	2				
2007	11	15	9.5	8	1	3				
2007	11	16	9	8	2	3				
2007	11	17	9.5	8	7	4				
2007	11	18	5	9	3	5				
2007	11	19	7.5	8.5	3	4				
2007	11	20	4	9	2	4				
2007	11	21	5	9	6	7				
2007	11	22	5.5	10	6	9				
2007	11	23	9	10	4	6.7				
2007	11	24	7	8.5	3	4				
2007	11	25	6	8.5	2	4				
2007	11	26	7	8	1	2				
2007	11	27	8	4	-2	1				
2007	11	28	7.5	4.2	-1	1				
2007	11	29	6	7	1.6	2				
2007	11	30	3	4	-4	0.9				
2007	12	1	4	4.4	-5	-1.5				
2007	12	2	9.4	8	-3.4	-1.2				
2007	12	3	3	8	0.3	2				
2007	12	4	4	5.5	-0.3	1				
2007	12	5	2	4.5	-2	-1.5				
2007	12	6	2	5	-1.2	-1.2				
2007	12	7	4.5	5.5	1.6	3				
2007	12	8	3	9	3	4				
2007	12	9	3	7.5	2	3				
2007	12	10	5.5	5.5	0	1				
2007	12	11	5	5.5	-1	1				
2007	12	12	6.5	6	-1	1				
2007	12	13	4.5	8	-1	1				
2007	12	14	5	5.5	1.8	2				
2007	12	15	5	7.4	2	2				
2007	12	16	6	8	3	3				
2007	12	17	5.5	8	2	4				
2007	12	18	2.5	6	-2.5	1				
2007	12	19	1.5	2	-2.4	1				
2007	12	20	2.5	2.5	-6	-1.9				
2007	12	21	2.3	0	-9	-6				
2007	12	22	2.4	0.5	-7.6	-4.2				
2007	12	23	1.5	2	-5.1	-4				
2007	12	24	3	2	-5	-2.8				
2007	12	25	3	1.5	-6.1	-5				
2007	12	26	0.5	1.5	-6	-4				
2007	12	27	1	1.5	-5	-5				
2007	12	28	0.5	0.5	-7	-5				
2007	12	29	0.5	0.5	-8	-4.7				
2007	12	30	1.5	0.5	-7	-4.6				
2007	12	31	1	0.5	-6.8	-4.2				
2008	1	1	0	1	-5	-2				
2008	1	2	0.5	1.5	-5	-2				
2008	1	3	0	2	-2	-2				
2008	1	4	1	2	-3	-2				
2008	1	5	2	1	-5	-2				
2008	1	6	-5.5	-2.1	-7	-7				
2008	1	7	-12	-9	-14	-8				
2008	1	8	-8.8	-4	-13.8	-11				
2008	1	9	-6.5	-3.5	-12	-11				
2008	1	10	-3.8	-3	-12	-11				
2008	1	11	-3.5	-2.5	-10.2	-10.4				
2008	1	12	-5	-2.5	-10	-10				
2008	1	13	-4	-4	-13	-10				
2008	1	14	-5	-4	-11	-10.1				
2008	1	15	-4.5	-3.5	-11	-11				
2008	1	16	-4	-3	-10.2	-10.2				
2008	1	17	-3	-3	-9	-8.6				
2008	1	18	-4.5	-3	-9	-9				
2008	1	19	-4	-2.5	-11	-8				
2008	1	20	-5	-2.5	-11	-7.3				
2008	1	21	-1	-2	-10.2	-8				
2008	1	22	0.5	-1.5	-10	-5				
2008	1	23	2.5	-0.2	-9	-7				
2008	1	24	0	1	-6	-2				
2008	1	25	1.5	0.5	-8	-4				
2008	1	26	2	0	-8	-5				
2008	1	27	1	1	-7	-4.2				
2008	1	28	2.5	-3	-8	-6				
2008	1	29	3.5	-1	-11	-5				
2008	1	30	5	4	-9.6	-4				
2008	1	31	4.5	4	-7.6	-3				
2008	2	1	0	-0.1	-8	-5				
2008	2	2	-2	-3	-9	-4				
2008	2	3	-2	-0.1	-8	-4				
2008	2	4	-1.5	-2.5	-10	-6				
2008	2	5	-2.5	-4.5	-15	-4.6				
2008	2	6	-1.6	-3	-10	-5				
2008	2	7	-2.5	-3	-6.8	-3				
2008	2	8	-2	-3	-5	-4				
2008	2	9	-1	-1	-11	-9				
2008	2	10	-0.5	1.8	-9.6	-5.8				
2008	2	11	0	1	-5	-5				
2008	2	12	1.5	0	-3.8	-4				
2008	2	13	1	0.5	-6	-3				
2008	2	14	1	1	-6.2	-4				
2008	2	15	-3	1	-3.2	-5				
2008	2	16	-1.2	2	-5	-3				
2008	2	17	1	1.5	-4.4	-4				
2008	2	18	3	1.5	-0.4	-3.6				
2008	2	19	4.5	2.4	2.2	5				
2008	2	20	3	4	-3	2				
2008	2	21	1	0	-9	-4				
2008	2	22	0	0	-10	-4				
2008	2	23	2	1.4	-7.4	-3.5				
2008	2	24	2	4	-5.6	-4				
2008	2	25	3	5	-5	-4				
2008	2	26	3	5	-2	-3				
2008	2	27	3	5	-1.2	-4				
2008	2	28	3	5	-1	-4				
2008	2	29	4.5	5.5	-0.2	-4				
2008	3	1	4	7	1.6	3				
2008	3	2	5.5	2	3	3				
2008	3	3	7	4.4	5.4	4				
2008	3	4	6.5	10	-0.5	4.1				
2008	3	5	5	5	-3	1				
2008	3	6	7.4	6	-2.2	1				
2008	3	7	7.5	8	1.4	2				
2008	3	8	7	8	2	2				
2008	3	9	5.5	6	2	3				
2008	3	10	8	8.6	4	3				
2008	3	11	11	13	7.2	5				
2008	3	12	8	10	6	5				
2008	3	13	4	8	6	6				
2008	3	14	5.5	10	8	8				
2008	3	15	5	10	3	9				
2008	3	16	4	8	-1	3				
2008	3	17	5	8	0.4	3				
2008	3	18	6.5	9.6	2	3				
2008	3	19	7	13	2	5				
2008	3	20	8	13	7	6				
2008	3	21	9.5	13	8	6				
2008	3	22	10	12	9.8	6				
2008	3	23	8	13	11	7				
2008	3	24	6	10	7	8				
2008	3	25	7	12	10	9				
2008	3	26	10	13	11	9				
2008	3	27	8	14	11	10				
2008	3	28	7	11	5	7				
2008	3	29	6.5	10	6.4	7				
2008	3	30	8	10	3	5				
2008	3	31	8	10	6.4	7				
2008	4	1	8.5	11	13	7				
2008	4	2	7	11	11	7				
2008	4	3	8.5	11.5	6	8				
2008	4	4	7.5	8	3	4				
2008	4	5	9	8.4	6	6				
2008	4	6	7	10.5	3	6				
2008	4	7	7.5	8	4.6	5				
2008	4	8	8	10	6.8	8				
2008	4	9	9	10	7	7				
2008	4	10	7	9	5	6				
2008	4	11	9.5	9.8	6.2	6				
2008	4	12	8	11.5	7	6				
2008	4	13	8	12.5	5	5				
2008	4	14	9.5	12	3	6				
2008	4	15	10	10.5	3	4				
2008	4	16	9.5	13	7.2	5				
2008	4	17	9	12.5	12	8				
2008	4	18	9	12.5	5.1	8				
2008	4	19	10	10.5	3	7				
2008	4	20	8	12	4.2	6				
2008	4	21	9.5	10.5	3	6				
2008	4	22	10.5	12	4.8	6				
2008	4	23	11	13.6	8	9				
2008	4	24	12.5	14.5	8	8				
2008	4	25	12	15	10	11				
2008	4	26	12	15.5	9	11				
2008	4	27	11	14	12	9				
2008	4	28	12.5	13.5	10	10				
2008	4	29	10.5	15	10	11				
2008	4	30	12	14	12	10				
2008	5	1	11	14.5	10	10				
2008	5	2	12.5	15	6	10				
2008	5	3	9	13	4	7				
2008	5	4	10	11.5	5.2	7				
2008	5	5	12	12.5	7	7				
2008	5	6	11	13.5	10	9				
2008	5	7	10.5	14	6	9				
2008	5	8	9	12.5	7	7				
2008	5	9	10	13.4	7	7				
2008	5	10	10.5	16.5	10	10				
2008	5	11	10	14	7	10				
2008	5	12	12	14	7	9				
2008	5	13	11	14	9	9				
2008	5	14	10	14	7	8				
2008	5	15	10	14	6	9				
2008	5	16	12	13	7	11				
2008	5	17	11	14.5	9	9				
2008	5	18	10	17	10	11				
2008	5	19	8	16.5	10	11				
2008	5	20	12	17	11	11				
2008	5	21	9	16.5	10	12				
2008	5	22	10.5	16	8	12				
2008	5	23	11	15.5	8	9				
2008	5	24	13.5	17.4	10	10				
2008	5	25	12	16	10	10				
2008	5	26	13	17.5	10	11				
2008	5	27	11	20	12	12				
2008	5	28	10.5	18	9	11				
2008	5	29	12	18	11	15				
2008	5	30	11	18	8	12				
2008	5	31	11	16.5	9	12				
2008	6	1	10.5	16.5	9	12				
2008	6	2	12.5	17	11.2	13				
2008	6	3	11	18	12	14				
2008	6	4	12	17.5	11	14				
2008	6	5	10.5	17	9	14				
2008	6	6	10.5	16	9	11				
2008	6	7	9	17	10	13				
2008	6	8	16	16	12	14				
2008	6	9	16	17	8	13				
2008	6	10	14	17.5	9	12				
2008	6	11	13	17	10	14				
2008	6	12	12	17	12	14				
2008	6	13	13	19.2	11	15				
2008	6	14	12.5	17	9	12				
2008	6	15	14.5	16.5	9	11				
2008	6	16	13.5	18	11	13				
2008	6	17	15	18	11	13				
2008	6	18	13.5	18	10	15				
2008	6	19	12.5	20	10	15				
2008	6	20	15	18	12	14				
2008	6	21	11	18	11	15				
2008	6	22	10	18.5	11	13				
2008	6	23	9	19	12	16				
2008	6	24	16	19	10	14				
2008	6	25	15	19	11	15				
2008	6	26	16	19	10	15				
2008	6	27	17.5	21	11	16				
2008	6	28	16.5	19	10	15				
2008	6	29	17	19	12	15				
2008	6	30	16	20	12	17				
2008	7	1	16	20	10	16				
2008	7	2	13.5	18.5	12	14				
2008	7	3	18	19	13	15				
2008	7	4	15.5	20.6	12	18				
2008	7	5	18	20	11	16				
2008	7	6	19	19	13	16				
2008	7	7	21.5	20	14	16				
2008	7	8	16	21	13	16				
2008	7	9	16.5	20	14	17				
2008	7	10	18	20.6	14	17				
2008	7	11	19	22	14	19				
2008	7	12	17.5	21	16	17				
2008	7	13	16.5	22	15	18				
2008	7	14	18.5	22	14	17				
2008	7	15	15.5	22	12	16				
2008	7	16	16	21	12	15				
2008	7	17	17	19	11	15				
2008	7	18	18	20.6	13	16				
2008	7	19	20	22	12	17				
2008	7	20	21.5	22	13	17				
2008	7	21	20.5	22	15	17				
2008	7	22	21	22	15	18				
2008	7	23	20	22	14	16				
2008	7	24	22.5	21	13	18				
2008	7	25	22	21.5	12	17				
2008	7	26	20	20	10	15				
2008	7	27	21	19	11	14				
2008	7	28	22	22	15	14				
2008	7	29	18	22	15	16				
2008	7	30	23	22	15	17				
2008	7	31	22	21.5	14	17				
2008	8	1	21	22	15	19				
2008	8	2	21.5	22	15	17				
2008	8	3	25.4	22	15	17				
2008	8	4	22	22	14	17				
2008	8	5	21.5	20	14	14				
2008	8	6	22	21.6	15	18				
2008	8	7	22.5	25	15	19				
2008	8	8	21.5	24	15	18				
2008	8	9	20	21	14	16				
2008	8	10	20	20.5	15	17				
2008	8	11	21	20.5	14	17				
2008	8	12	19	21.5	12	16				
2008	8	13	20	20.5	12	15				
2008	8	14	19	20	12	15				
2008	8	15	17	19	10	16				
2008	8	16	18	19	8	14				
2008	8	17	16.5	20	12	13				
2008	8	18	19	20	15	13				
2008	8	19	21	19	15	14				
2008	8	20	17.5	19	13	16				
2008	8	21	20.5	19	10	15				
2008	8	22	17	18.5	8	16				
2008	8	23	20.5	19	9	16				
2008	8	24	21.5	18.5	11	17				
2008	8	25	23.5	19	11	14				
2008	8	26	22	18.5	12	14				
2008	8	27	21.5	18	12	16				
2008	8	28	22	21.4	16	19				
2008	8	29	21	18.5	12	17				
2008	8	30	15.5	19	9	14				
2008	8	31	16.5	18	10	11				
2008	9	1	16	20	12	12				
2008	9	2	19	22	14	17				
2008	9	3	17.5	21	14	17				
2008	9	4	19.5	21	14	17				
2008	9	5	17	22	15	18				
2008	9	6	19	20	8	16				
2008	9	7	18.5	20	8	12				
2008	9	8	17	20	10	13				
2008	9	9	16	21	11	15				
2008	9	10	17	21	11	16				
2008	9	11	17.5	20	11	14				
2008	9	12	17	18	11	12				
2008	9	13	16	18	10	11				
2008	9	14	14	17.5	10	11				
2008	9	15	14	18	10	12				
2008	9	16	15	17	14	15				
2008	9	17	20	18	13	16				
2008	9	18	19.5	19	11	14				
2008	9	19	16	18	11	13				
2008	9	20	17	15.5	10	10				
2008	9	21	18	18.6	11	16				
2008	9	22	17	22	12	17				
2008	9	23	16	18.5	9	11				
2008	9	24	17	21.4	10	15				
2008	9	25	15.5	18.5	10	14				
2008	9	26	16	18.5	13	15				
2008	9	27	17	19	10	14				
2008	9	28	16	19	13.4	14				
2008	9	29	15	16	8	12				
2008	9	30	13	14.5	10.4	9				
2008	10	1	18	14.5	8	9				
2008	10	2	15	16.4	7	11				
2008	10	3	13	14.5	5	11				
2008	10	4	14	14	5	7				
2008	10	5	15	14	6	9				
2008	10	6	16	14.8	7	9				
2008	10	7	16.5	15	8	11				
2008	10	8	13	16	6	9				
2008	10	9	14	17	8	9				
2008	10	10	13	16	9	13				
2008	10	11	15	16	5	9				
2008	10	12	14.5	14.5	8	9				
2008	10	13	14	13	6	9				
2008	10	14	14.5	14	5	10				
2008	10	15	10	14	6	10				
2008	10	16	11	14.5	6	9				
2008	10	17	10.5	15	8	11				
2008	10	18	14	16	9	12				
2008	10	19	14	14	12.2	8				
2008	10	20	11.5	13.5	15	8				
2008	10	21	11	12	14	8				
2008	10	22	11.5	14	5	9				
2008	10	23	12	13	6	10				
2008	10	24	11	12.5	5	9				
2008	10	25	11	13	5	9				
2008	10	26	12	13	6	9				
2008	10	27	12	13	6	9				
2008	10	28	10	10.5	2	6				
2008	10	29	7.5	10	3	5				
2008	10	30	7	10	1	4				
2008	10	31	6	10	1	4				
2008	11	1	8.8	10	2	3				
2008	11	2	8	10	0	3				
2008	11	3	9	8	2	4				
2008	11	4	11.4	9	3	7				
2008	11	5	11	10.5	3	7				
2008	11	6	9	10	3	5				
2008	11	7	7	10	3	6				
2008	11	8	6	7	2.1	4.5				
2008	11	9	5	5.5	1.5	3				
2008	11	10	4	6	-1	2				
2008	11	11	6	3	-2	1				
2008	11	12	4.5	3	-3	-0.1				
2008	11	13	1.5	4	-3	-0.1				
2008	11	14	1	3	-1	-0.1				
2008	11	15	1.5	4	-2	0				
2008	11	16	3.4	4	-2	1				
2008	11	17	3.5	4	-2	1				
2008	11	18	0	5	-1	1				
2008	11	19	2	5	-0.2	1				
2008	11	20	5.4	7	1.2	2				
2008	11	21	6.5	7	4	5				
2008	11	22	5	8	4	5				
2008	11	23	7	10.4	4	5				
2008	11	24	8.5	11	6	5				
2008	11	25	9.5	8	5	4				
2008	11	26	7	10	3	-4				
2008	11	27	7	9.5	4	-3				
2008	11	28	6.5	6.5	5	-4				
2008	11	29	8	6.5	3	-3				
2008	11	30	5	8.4	4	-3				
2008	12	1	4	8	3	-4				
2008	12	2	8	9	2	-6				
2008	12	3	8	9	1	-4				
2008	12	4	7	9	1	-4				
2008	12	5	7	8	0	-4				
2008	12	6	3	3	-2	-4				
2008	12	7	2.5	4.8	0	-1				
2008	12	8	5	5	0	-2				
2008	12	9	3	6	0	-1				
2008	12	10	4.2	9.8	0.8	-1				
2008	12	11	6	7	1	-2				
2008	12	12	5	6	-2	-1				
2008	12	13	3.5	5	-2	-1				
2008	12	14	1	3	-3	-2				
2008	12	15	0.5	4	-5	-2				
2008	12	16	1	0.5	-6	-3				
2008	12	17	0	0.5	-7	-5				
2008	12	18	-1	0	-6	-4				
2008	12	19	0	0.5	-5	-3				
2008	12	20	-3	1	-7	-4				
2008	12	21	-1.4	1	-6	-5				
2008	12	22	0.5	2	-1.2	-1				
2008	12	23	4.2	5	2	-4				
2008	12	24	5	5	4	-6				
2008	12	25	7.5	9.6	2	-5				
2008	12	26	5	7	0	-4				
2008	12	27	2	5	-1	1				
2008	12	28	2	1.5	-5	-2				
2008	12	29	2	2	-5	-2				
2008	12	30	1	1	-3.2	-2				
2008	12	31	2.5	1	-2	-2				
2009	1	1	2	2.2	0.2	-1				
2009	1	2	2	1	-4.9	1				
2009	1	3	0	-1	-10	-5				
2009	1	4	1	0.2	-7.4	-5				
2009	1	5	-2	0	-5	-3				
2009	1	6	-3	0.2	-2.2	-2				
2009	1	7	-1	2	-2	-1				
2009	1	8	1.5	2	-1	0				
2009	1	9	2	3	-2	-2				
2009	1	10	1	2	-4.5	-3				
2009	1	11	-3	-3	-5	-4				
2009	1	12	-4	-0.2	-7	-4				
2009	1	13	-2.4	0	-7	-5				
2009	1	14	-2	1	-5.6	-5				
2009	1	15	-1	2.4	-4.2	-2				
2009	1	16	-3	1	-3	-2				
2009	1	17	-2.5	2	-3	-2				
2009	1	18	-0.8	3.6	-2.4	-1				
2009	1	19	3	2	0	-3				
2009	1	20	2	4	0	-1.2				
2009	1	21	1.5	1	-2	-1				
2009	1	22	3	1	-2.5	-2				
2009	1	23	2	1	-5	-3				
2009	1	24	-2	2	-3.4	-2				
2009	1	25	-1	0	-1	-2				
2009	1	26	0	1.2	-3	-1				
2009	1	27	-1	6	-1.4	0.6				
2009	1	28	1	5	0	2				
2009	1	29	3.5	1.5	-2	1				
2009	1	30	4	2.4	-1	1				
2009	1	31	4.5	7	1	-3				
2009	2	1	5	8	2	-4				
2009	2	2	4	4	-3	1.3				
2009	2	3	4.5	4.2	-2.2	-2				
2009	2	4	3	2	-5	-2				
2009	2	5	4.5	1	-4.2	-3				
2009	2	6	6	3.4	-3	-1				
2009	2	7	7	7	-2.2	1				
2009	2	8	7	7.5	-0.4	2				
2009	2	9	6	4	0	-2				
2009	2	10	5	4.2	1	-1				
2009	2	11	6	8.6	3	-2				
2009	2	12	4	4	-3	1				
2009	2	13	6	4.5	-2.4	1				
2009	2	14	7	5.2	-1	-2				
2009	2	15	6	3	0	-2				
2009	2	16	8	4.2	2	-3				
2009	2	17	7	9.5	2	-5				
2009	2	18	6	6	2	-6				
2009	2	19	5	4	-3	1				
2009	2	20	5	2	-3	1				
2009	2	21	4	4.6	-1.4	1				
2009	2	22	6.4	7.5	1	4				
2009	2	23	5	7	-2	2				
2009	2	24	6.5	5.5	-4	1				
2009	2	25	1	1.5	-2.2	1				
2009	2	26	1.4	1.5	-1	1				
2009	2	27	6	2.2	1.2	2				
2009	2	28	3	7.5	3	5				
2009	3	1	5	8.6	1	4				
2009	3	2	4	7.5	0	2				
2009	3	3	3	5.5	-2	1				
2009	3	4	3	5.5	-0.4	2.4				
2009	3	5	4	5	-1	1.7				
2009	3	6	3	2	-2	1				
2009	3	7	5	5	-1.2	1				
2009	3	8	9	7.4	1	1				
2009	3	9	9.5	12	3	5				
2009	3	10	7	16	4	8				
2009	3	11	9.5	10	3	7				
2009	3	12	10	10	3	5				
2009	3	13	9.5	8	5	5				
2009	3	14	10.5	8	5	7				
2009	3	15	8	8	5	8				
2009	3	16	3	8	2	6				
2009	3	17	4	5	-2	2				
2009	3	18	4	4.5	-3	1				
2009	3	19	2.5	4	-1.4	2				
2009	3	20	4.2	7	2.2	5				
2009	3	21	3	8	1.3	4				
2009	3	22	6	5.5	1.4	3				
2009	3	23	7.8	5	-1	3				
2009	3	24	8	7.4	0.6	6				
2009	3	25	6	11	4	5				
2009	3	26	8.4	4.5	-1	1				
2009	3	27	4	5	0	1				
2009	3	28	5.2	10	2	4				
2009	3	29	5	8	4	3				
2009	3	30	6	10	3	4				
2009	3	31	9	9	1	4				
2009	4	1	6	6.5	-1	2				
2009	4	2	5	6.5	-0.2	2				
2009	4	3	4	8	2	4				
2009	4	4	6.6	9.5	1	5				
2009	4	5	8	6.5	3	3				
2009	4	6	7	7	-1	2				
2009	4	7	9	7.5	-0.2	2				
2009	4	8	10	9	1.2	5.4				
2009	4	9	7	9.5	3	6				
2009	4	10	8	9	1.5	5				
2009	4	11	4	5	0	1				
2009	4	12	5.8	5.4	0	3				
2009	4	13	6	6	1	3				
2009	4	14	4	4	-3	1				
2009	4	15	2	1	-6	1.8				
2009	4	16	3.4	2.5	-3.6	4				
2009	4	17	8.4	9.2	5	5				
2009	4	18	8	10	3	4				
2009	4	19	8	7.5	4	4				
2009	4	20	6	9	2	4				
2009	4	21	5	10	0	3				
2009	4	22	7.2	10	1.6	4				
2009	4	23	9	10	3	6				
2009	4	24	10	10.5	5.4	8				
2009	4	25	8	9	1	6				
2009	4	26	9	9	3	5				
2009	4	27	8	8.5	1	5				
2009	4	28	9	5.5	0	1				
2009	4	29	9.5	8.5	0.8	3.8				
2009	4	30	11	9	8	9				
2009	5	1	10	14	8	10				
2009	5	2	11	14	7	10				
2009	5	3	12	14	7	9				
2009	5	4	14	14	10	10				
2009	5	5	11	12	9	11				
2009	5	6	13.5	14.6	10	12				
2009	5	7	13	14	10	13				
2009	5	8	15	15	7	9				
2009	5	9	12	12.5	6	7				
2009	5	10	15	15	8	12				
2009	5	11	15.5	15	7	10				
2009	5	12	13	14	8	10				
2009	5	13	11.5	14	7	11				
2009	5	14	13.5	12	7	7				
2009	5	15	11	13	6	9				
2009	5	16	13	14	9	10				
2009	5	17	15	15	6	11				
2009	5	18	15	14.5	7	10				
2009	5	19	13	14	7	9				
2009	5	20	16	14.5	8	11				
2009	5	21	16	17	9	12				
2009	5	22	15	18	12	13				
2009	5	23	15	18	12	15				
2009	5	24	12	18	11	14				
2009	5	25	15	18	13	14				
2009	5	26	16	16	10	12				
2009	5	27	14	16	8	12				
2009	5	28	14.5	15.5	9	12				
2009	5	29	15.5	16	12.4	14				
2009	5	30	15	16	8	13				
2009	5	31	14	13	7	8				
2009	6	1	14	13.6	4	9				
2009	6	2	15	14.5	6	11				
2009	6	3	13	14.5	8	10				
2009	6	4	14.8	15.2	9	9				
2009	6	5	11	18	10	7				
2009	6	6	16	18	11	10				
2009	6	7	15	17	12	13				
2009	6	8	18	18	10	13				
2009	6	9	16	17	10	11				
2009	6	10	16	16.5	9	11				
2009	6	11	17	18	11	14				
2009	6	12	17	19	15	12				
2009	6	13	17	20	14	12				
2009	6	14	18	20	15	14				
2009	6	15	19	18	12	13				
2009	6	16	18	20	1	17				
2009	6	17	14	20	9	13				
2009	6	18	17.2	19	12.8	14				
2009	6	19	19	20	13	18				
2009	6	20	16	19.5	11	14				
2009	6	21	14	18	11	14				
2009	6	22	16	18.5	12	14				
2009	6	23	16	17.5	13	14				
2009	6	24	18	18	13	14				
2009	6	25	18	19	13	13				
2009	6	26	19	18	14	12				
2009	6	27	19	17.5	14	14				
2009	6	28	15	19.8	15	19				
2009	6	29	17	21	14	17				
2009	6	30	19	19	14	16				
2009	7	1	20	21	13	14				
2009	7	2	18	20	12	17				
2009	7	3	18	21	10	13				
2009	7	4	19	18.5	9	11				
2009	7	5	20	20	12	15				
2009	7	6	20	20	13	16				
2009	7	7	18	18.5	10	15				
2009	7	8	20.6	19	12	16				
2009	7	9	21	21	14	17				
2009	7	10	19	21	15	15				
2009	7	11	22	22	16	18				
2009	7	12	22	23	15	18				
2009	7	13	21	21	13	15				
2009	7	14	21	22	15	17				
2009	7	15	21	22	15	17				
2009	7	16	21	22.5	18	16				
2009	7	17	21	23	14	19				
2009	7	18	21	23	16	19				
2009	7	19	24	23	15	20				
2009	7	20	22	23	16	20				
2009	7	21	20	21	16	18				
2009	7	22	24	21.5	16	19				
2009	7	23	23	23	14	19				
2009	7	24	22	22	14	19				
2009	7	25	22	23	14	18				
2009	7	26	19	22	15	17				
2009	7	27	22	23	16	18				
2009	7	28	20	22	15	17				
2009	7	29	20	20	13	16				
2009	7	30	19	20	15.6	18				
2009	7	31	21	21	14	17				
2009	8	1	20	20.5	14	16				
2009	8	2	18	20.5	12	16				
2009	8	3	21	22	14	16				
2009	8	4	20	22	15	17				
2009	8	5	20	20	14	17				
2009	8	6	18	20	14	19				
2009	8	7	20	20	14	17				
2009	8	8	22	21	17	18				
2009	8	9	18	20	15	18				
2009	8	10	18	20	15	18				
2009	8	11	20	20	14	18				
2009	8	12	21	21	15	17				
2009	8	13	20	21	14	18				
2009	8	14	19	20.5	15	18				
2009	8	15	20	20	14	18				
2009	8	16	19.5	20	13.5	16				
2009	8	17	19	20	13	16				
2009	8	18	20	20	13	17				
2009	8	19	18	20.4	13	17				
2009	8	20	21.4	21.5	15	18				
2009	8	21	20	22	13	17				
2009	8	22	19	21	13	17				
2009	8	23	20	21	15	17				
2009	8	24	18	20.5	11	16				
2009	8	25	15	14	9	11				
2009	8	26	14	15	9	12				
2009	8	27	16	19.5	10	15				
2009	8	28	18	21	10	14				
2009	8	29	17	18	10	14				
2009	8	30	17	18.5	12	16				
2009	8	31	19.8	21.6	11	15				
2009	9	1	20	20	12	15				
2009	9	2	18	19.5	10	14				
2009	9	3	17	18.5	9	15				
2009	9	4	18.6	21.6	12	13				
2009	9	5	19	18	9	14				
2009	9	6	17	19	8	14				
2009	9	7	17	18.5	9	15				
2009	9	8	17	19.6	10	15.8				
2009	9	9	19	20	11	15				
2009	9	10	17	18	9	15				
2009	9	11	19	18.5	11	16				
2009	9	12	21	21	10	16				
2009	9	13	15	18.5	11	13				
2009	9	14	17.6	21	11	17				
2009	9	15	20.2	20	12	16				
2009	9	16	18	18	11	14				
2009	9	17	19	18.5	11	14				
2009	9	18	19	18	11	16				
2009	9	19	19	19	11	16				
2009	9	20	16.5	18	10	12				
2009	9	21	18.2	18.5	10	15				
2009	9	22	20	21	12	14				
2009	9	23	17	18	11	14				
2009	9	24	16	17	10	14				
2009	9	25	15	14.5	7	11				
2009	9	26	15.5	13	5	8				
2009	9	27	12	14	5	9				
2009	9	28	15.2	13.5	10.2	11				
2009	9	29	19.5	15	10	12				
2009	9	30	19	18	10	13				
2009	10	1	17	18	6	12				
2009	10	2	18	18	7	11				
2009	10	3	15	15	8	9				
2009	10	4	15.5	15	12	7				
2009	10	5	14	18	5	7				
2009	10	6	14.5	15	5	7				
2009	10	7	16	18	8	9				
2009	10	8	15	15	7	10				
2009	10	9	16	14.5	6	9				
2009	10	10	17	14	6	8				
2009	10	11	12	14	5	7				
2009	10	12	15.2	16	8	11				
2009	10	13	15	14.5	6	8				
2009	10	14	11	17.2	7	8				
