year	month	day	34.5	190	1500	1040				
2013	11	20	9	8	2.4	3				
2013	11	21	8	8	1	2				
2013	11	22	7.5	9.2	2	4				
2013	11	23	9	9	2	3				
2013	11	24	8.5	9	2	5				
2013	11	25	8	6	1	3				
2013	11	26	9.4	7	1.8	3				
2013	11	27	10	10	3	3				
2013	11	28	9.5	12.6	3	5				
2013	11	29	10.5	12	6	7				
2013	11	30	9.5	13	7	5				
2013	12	1	10	9	1	2				
2013	12	2	5	6	1	2				
2013	12	3	6.4	8	1.4	3.8				
2013	12	4	5	6	-3.4	1				
2013	12	5	2.8	2	-3.4	-1.2				
2013	12	6	4	2	-3.2	-1.2				
2013	12	7	5	3.2	-1	-0.4				
2013	12	8	6.6	5	0.2	2				
2013	12	9	6	6.4	1.4	2				
2013	12	10	5	6	-0.8	-1				
2013	12	11	0	1	-5	-1.4				
2013	12	12	0.4	2	-4.2	-2				
2013	12	13	6	3.4	1	0				
2013	12	14	6	6	4.2	1				
2013	12	15	5	4	-2	-0.2				
2013	12	16	4	4	-3	-0.2				
2013	12	17	0	1	-5	-1				
2013	12	18	0.6	1	-5	-2				
2013	12	19	0	0.2	-4.4	-1.2				
2013	12	20	0.4	3	-3	-0.4				
2013	12	21	2.8	4	-3	0				
2013	12	22	1	0	-5	-3				
2013	12	23	2.4	3	-4.2	-2				
2013	12	24	7	3	-3	-1				
2013	12	25	6	4	-3.2	-1.2				
2013	12	26	4	4	-4	-1.2				
2013	12	27	4.5	2	-3.4	-2				
2013	12	28	3	2	-4	-2				
2013	12	29	-1.5	2	-4	-4				
2013	12	30	-2	-1	-4	-2.4				
2013	12	31	-1.2	-1	-3.2	-2				
2014	1	1	-0.2	0	-2.6	-0.4				
2014	1	2	2	2	-2	0				
2014	1	3	4	3.2	-2	0				
2014	1	4	4	4	-2	0				
2014	1	5	2	0	-6	-3				
2014	1	6	0	1	-7	-2.2				
2014	1	7	2	3	-6.4	-0.6				
2014	1	8	0	0	-5	-4				
2014	1	9	1	2	-5	-2.2				
2014	1	10	2	4	-4	-2				
2014	1	11	2.5	1	-3	0				
2014	1	12	4	2	-1	1				
2014	1	13	5	2	-2	0				
2014	1	14	2	5	-3	0				
2014	1	15	4.2	4	-3	0				
2014	1	16	2	3	-2.4	1				
2014	1	17	3	4.6	-2	1				
2014	1	18	1	5	-2	1				
2014	1	19	2.4	5	1	2				
2014	1	20	4	7	1	1				
2014	1	21	1	5	-1	1				
2014	1	22	2	5	0.2	0				
2014	1	23	7	4	2	1				
2014	1	24	6	4	2	2				
2014	1	25	7	4.4	0	2				
2014	1	26	5	3.6	0.8	2.2				
2014	1	27	6	3	1.6	3				
2014	1	28	6	3	3.2	6				
2014	1	29	5	8	4	3				
2014	1	30	6	6	1	2.4				
2014	1	31	-3	0	-1	1				
2014	2	1	-5	-4	-10	-6				
2014	2	2	-6	-5.8	-13	-9				
2014	2	3	-9	-10	-15	-12.4				
2014	2	4	-7	-10.6	-18.2	-12.4				
2014	2	5	-5.2	-5.2	-18.2	-9				
2014	2	6	-1.4	-2	-17.2	-8.6				
2014	2	7	2.5	-2	-17.2	-7				
2014	2	8	3	-2	-8	-6.6				
2014	2	9	1.5	0	-5	-4.2				
2014	2	10	2.5	-0.4	-4.2	-4				
2014	2	11	1.5	0.6	-4	-2				
2014	2	12	2	0	-4	-2.2				
2014	2	13	2	0	-3	-2.2				
2014	2	14	3	5	-2.4	-3				
2014	2	15	2	3	-2	-2				
2014	2	16	1.5	5	0.8	-1.2				
2014	2	17	3	6	2	2.8				
2014	2	18	5.6	6	0	1				
2014	2	19	5	6.2	0	1				
2014	2	20	3	2.8	-4	-1				
2014	2	21	3.8	3	-2.8	0				
2014	2	22	5	6	-0.2	2				
2014	2	23	3.5	5	-0.2	2				
2014	2	24	4	2	-2.2	1				
2014	2	25	3	2.6	-4	1				
2014	2	26	2.5	4	-3	1.8				
2014	2	27	3.5	1	0	1				
2014	2	28	2	3	0	2				
2014	3	1	2	6	-0.2	2				
2014	3	2	3	3	-1	1				
2014	3	3	4.8	5.2	0	1.8				
2014	3	4	4	7	1	4				
2014	3	5	6	8	5	8.2				
2014	3	6	7	8.6	5.8	6				
2014	3	7	5.5	7	4	3				
2014	3	8	7	7.6	1	3				
2014	3	9	6	7	0	2				
2014	3	10	7	3	0.8	1				
2014	3	11	5	5	1	2.8				
2014	3	12	4.5	7.2	4.6	6				
2014	3	13	7.8	8	1	3				
2014	3	14	6	4	-0.6	1				
2014	3	15	5.5	4	-1.4	1				
2014	3	16	7	4.2	-1.4	1.2				
2014	3	17	8	7	-0.2	3				
2014	3	18	7	10	1	4.6				
2014	3	19	5	11	8	9				
2014	3	20	6	8	2	3				
2014	3	21	7	7	2.8	4				
2014	3	22	5	3.4	-4.8	1				
2014	3	23	2	1	-7	-3				
2014	3	24	3	1	-6.2	-2.6				
2014	3	25	3	2.2	-5	-1.4				
2014	3	26	4	5	-1	-1.2				
2014	3	27	3.5	5.4	0	2				
2014	3	28	5	6	2	5				
2014	3	29	7	8.2	5	5				
2014	3	30	6.5	12	6	7				
2014	3	31	6	7	0	3				
2014	4	1	3	1	-3.8	-1.2				
2014	4	2	3.6	2	-3.8	-1.2				
2014	4	3	5	5	0.8	3				
2014	4	4	4	4.6	0.6	0				
2014	4	5	6	5.4	1	2.4				
2014	4	6	8	6	2	4				
2014	4	7	5	3	0.8	3				
2014	4	8	6.2	3.6	0	4.8				
2014	4	9	5	6	7	11.6				
2014	4	10	7.4	10	7	9				
2014	4	11	10	11	8	9				
2014	4	12	11	10	5	11				
2014	4	13	10	6.4	6	7				
2014	4	14	9.5	7	8	9				
2014	4	15	6	11	11	11				
2014	4	16	8.2	11	9	11				
2014	4	17	12	13	9	10				
2014	4	18	10.5	12.6	8	9				
2014	4	19	9	11	8.8	10				
2014	4	20	10	13	10	11				
2014	4	21	9	12.6	10.2	13				
2014	4	22	10	15	11	11				
2014	4	23	8.5	15	11	11				
2014	4	24	11.2	13	7	9				
2014	4	25	15	11	5	8				
2014	4	26	14	12	5.8	9				
2014	4	27	10	13	12.2	11				
2014	4	28	12.4	14	10	9				
2014	4	29	13	14	10	10.8				
2014	4	30	14	14	13	13				
2014	5	1	15.5	14	8	14				
2014	5	2	15	17	15	14				
2014	5	3	13	18	14	12				
2014	5	4	12	13	12	13				
2014	5	5	13.5	14	9	9				
2014	5	6	15	13	9	9				
2014	5	7	14	14	9	12				
2014	5	8	16	16	11	11				
2014	5	9	17	13	11	13.6				
2014	5	10	16	12	14	13				
2014	5	11	17.6	13	14.8	13				
2014	5	12	20	15.2	15	13				
2014	5	13	20.5	16	16	13				
2014	5	14	18.5	18	12	14				
2014	5	15	17	16	11	12				
2014	5	16	19.5	16	11	11				
2014	5	17	21	13	11	11				
2014	5	18	21.5	14	11.6	14				
2014	5	19	22	17	12	15				
2014	5	20	14.5	16	16	17				
2014	5	21	19	19	14	14				
2014	5	22	17	16	12	13				
2014	5	23	16	17	10	11				
2014	5	24	19	18	10	12				
2014	5	25	21	18	15	14.2				
2014	5	26	20	20	15.8	15				
2014	5	27	21	20	17	15				
2014	5	28	19	16	16	13				
2014	5	29	18	18	14	15				
2014	5	30	19	19	11.4	12				
2014	5	31	20.2	18	12	13				
2014	6	1	18	21	13	14.8				
2014	6	2	19	20	14	18				
2014	6	3	18	18.6	17	18				
2014	6	4	15	15	15	17				
2014	6	5	15	16	10	13				
2014	6	6	17	16	9	11				
2014	6	7	16	17	9	13				
2014	6	8	16.5	18	14	16				
2014	6	9	14	20	18	18				
2014	6	10	17	20	19	18				
2014	6	11	15	20	18	17				
2014	6	12	14	21	18.4	17				
2014	6	13	13	20	13	16				
2014	6	14	14	19	12	13				
2014	6	15	18	16	10	13				
2014	6	16	20.5	19	10.6	15.6				
2014	6	17	21	19.6	13	15				
2014	6	18	19	20	14	18.2				
2014	6	19	20	20	15	18				
2014	6	20	21	21	15	17				
2014	6	21	21.5	22	15	19.8				
2014	6	22	22	23	20.8	22				
2014	6	23	22.6	20	18	19				
2014	6	24	20	20	13	16				
2014	6	25	18	20	13	14				
2014	6	26	21.4	20	13	16				
2014	6	27	23	20	14	17				
2014	6	28	24	20	15	19				
2014	6	29	23.5	22	17	19				
2014	6	30	22	22	16	19				
2014	7	1	20	20	15	18				
2014	7	2	22	20.8	15	18				
2014	7	3	21	22	16	18				
2014	7	4	22	21	12	16				
2014	7	5	20	20	13	16				
2014	7	6	21	20	16.8	18				
2014	7	7	22	20	18	21				
2014	7	8	23	21	17	18				
2014	7	9	21	22	16	19				
2014	7	10	20	23	17	17				
2014	7	11	22.4	22	17	18				
2014	7	12	24	22	17	18				
2014	7	13	24	23	17	17				
2014	7	14	25	23	18	19				
2014	7	15	23.5	23	17	20				
2014	7	16	23	24	17	21				
2014	7	17	24	21	18	18				
2014	7	18	23	22	17	19				
2014	7	19	25	22	17	19				
2014	7	20	23	23	18	20				
2014	7	21	24	23	17	18				
2014	7	22	23	23	17	17				
2014	7	23	24.2	20	15	18				
2014	7	24	24	19	14	17				
2014	7	25	24	21.4	14	18				
2014	7	26	25.8	24	19	20				
2014	7	27	25	22	18	19				
2014	7	28	22	22.2	16	18				
2014	7	29	24	21	14.8	19				
2014	7	30	22	19	13	15				
2014	7	31	23	19.6	12	16				
2014	8	1	24.2	21	12	17				
2014	8	2	23	21	14	16				
2014	8	3	24	19	16	19				
2014	8	4	25	21.6	16.8	19				
2014	8	5	24	21	16	17				
2014	8	6	24.5	22	20.6	20				
2014	8	7	24	22	24	18				
2014	8	8	23	23	17	18				
2014	8	9	24.5	21	17	18				
2014	8	10	23.5	23	18	17				
2014	8	11	24	22	18	19.4				
2014	8	12	24	20	17	20				
2014	8	13	23	20.6	17	18				
2014	8	14	24	23	16	20				
2014	8	15	23	21.4	16	18				
2014	8	16	24	19	14.8	15				
2014	8	17	24	20.4	14	16				
2014	8	18	22	19.8	18	19				
2014	8	19	23.8	20	20	21				
2014	8	20	23	19	20	20				
2014	8	21	22	20	18.8	19				
2014	8	22	24	23	17	17				
2014	8	23	25	21	16	16				
2014	8	24	24	20	16	17				
2014	8	25	25	20	17	17				
2014	8	26	22	19	19.2	18				
2014	8	27	24	19	17	18				
2014	8	28	25	20	17	18				
2014	8	29	22	20	17	17				
2014	8	30	23.2	21	17	20				
2014	8	31	24	20	17	18				
2014	9	1	22	19	14.8	17				
2014	9	2	24	19	14.8	17				
2014	9	3	23	21	16.8	17				
2014	9	4	24	20	17	17				
2014	9	5	23	20	18	17				
2014	9	6	24.8	20	16	18				
2014	9	7	20	18.4	13	15				
2014	9	8	20	18	14	16				
2014	9	9	21	18	17	18.2				
2014	9	10	20	17	19	19				
2014	9	11	21.8	20	16	16				
2014	9	12	21	17	16	18.6				
2014	9	13	22	17.6	19	16				
2014	9	14	23	17	16	17				
2014	9	15	23	20	15	16				
2014	9	16	22	20	14	16				
2014	9	17	21	18	14	16				
2014	9	18	22	17	13	15				
2014	9	19	20	17	11	13				
2014	9	20	20	16	11	15				
2014	9	21	19	17	13	14				
2014	9	22	20	18	13	14				
2014	9	23	17	16.4	11	13				
2014	9	24	16	16	12	15				
2014	9	25	18.2	18	13	16				
2014	9	26	20	19	13	16				
2014	9	27	17	14	10	12				
2014	9	28	16	14.2	11.4	14				
2014	9	29	16	16	13	15				
2014	9	30	17.8	18	14	13				
2014	10	1	17	16	12	14				
2014	10	2	19	17	10	13				
2014	10	3	18	15.6	1	14				
2014	10	4	14	12	8	9				
2014	10	5	13	13	7	12.8				
2014	10	6	12	13.2	8.2	11				
2014	10	7	13.8	14.4	10	12				
2014	10	8	12	10.4	4	6				
2014	10	9	9	9	3	7.4				
2014	10	10	10	9.8	4.2	10				
2014	10	11	11	11	5.4	9				
2014	10	12	12	10	5	9				
2014	10	13	9	9	5	8				
2014	10	14	10	12	6	10				
2014	10	15	15	11.6	10	9				
2014	10	16	16	12.4	11	10				
2014	10	17	17	14	13	10.6				
2014	10	18	19	14	10.2	10				
2014	10	19	17	15.4	10	11				
2014	10	20	13	15.2	8	10				
2014	10	21	9.5	8.8	7	8.6				
2014	10	22	10.8	9	7	9				
2014	10	23	11	9	7	7				
2014	10	24	12.8	13.2	9	8				
2014	10	25	14.2	15	6	9				
2014	10	26	10	10	6	8				
2014	10	27	9	6	3	6				
2014	10	28	10	8.4	3	5				
2014	10	29	9.5	9	3	6				
2014	10	30	10	7.6	2	4				
2014	10	31	9.5	7.8	2.8	4				
2014	11	1	7	6	4.2	6				
2014	11	2	8.2	6.6	6	9.2				
2014	11	3	11.2	8	2	5				
2014	11	4	7	4.4	0.2	1				
2014	11	5	6	4	-1	2				
2014	11	6	2	3	-2	1				
2014	11	7	4.2	4	-0.2	1.8				
2014	11	8	6	4.2	0	2				
2014	11	9	4	6	1	3				
2014	11	10	5	6.2	0	3				
2014	11	11	4	5.4	0	3.8				
2014	11	12	5.8	7	1	3				
2014	11	13	6	5.4	-1	2				
2014	11	14	5	3.4	0	2				
2014	11	15	6	5.4	1.2	4				
2014	11	16	7	9	3.6	5				
2014	11	17	9	9.6	5	5				
2014	11	18	10.4	9.8	5	6				
2014	11	19	10	9.6	4	6				
2014	11	20	9	7	3	4				
2014	11	21	8	6.2	2	3				
2014	11	22	6	5	3.2	3.4				
2014	11	23	7	6.4	6.2	6				
2014	11	24	8	8	2	5				
2014	11	25	7	5	1	2				
2014	11	26	8	6.4	1	3				
2014	11	27	6	3	-2	3				
2014	11	28	7	2.4	0	1				
2014	11	29	8	5	1	1.8				
2014	11	30	7	6	0	2				
2014	12	1	8.4	3	0	2				
2014	12	2	8	6	2	3				
2014	12	3	2	1	-3	1				
2014	12	4	1	-2	-6	-2				
2014	12	5	-2.5	-1.8	-4.4	-1.8				
2014	12	6	-3.5	-1.8	-2.8	-1.2				
2014	12	7	-2	1.4	-3	1				
2014	12	8	3	-1.8	-2	0				
2014	12	9	0	-1.8	-1.2	1.2				
2014	12	10	1	3	1	3				
2014	12	11	1.5	5	3	3.8				
2014	12	12	3.6	6	1	3				
2014	12	13	6	6	3	4				
2014	12	14	7	4.6	3	2				
2014	12	15	8.6	7	-2	2				
2014	12	16	7	8	-0.6	2.2				
2014	12	17	5	6	0	2				
2014	12	18	4	3	-2	1				
2014	12	19	4	3	-1.4	1.8				
2014	12	20	5	3.2	0	3				
2014	12	21	4.5	3.2	1	2				
2014	12	22	4	3	-1	0				
2014	12	23	3	4	-1	1				
2014	12	24	4	4	-1	1				
2014	12	25	3	5	-1	2				
2014	12	26	4.4	1.8	0	2.8				
2014	12	27	4	4.6	0	2				
2014	12	28	6.4	9.6	0.6	2				
2014	12	29	7	10.2	1.6	3				
2014	12	30	5	3	1	4				
2014	12	31	6	6	2	4				
2015	1	1	7	6	1	1				
2015	1	2	6	4	-2	1				
2015	1	3	5	6	-0.6	2				
2015	1	4	2	3	0	3				
2015	1	5	3	3.2	1	2				
2015	1	6	4.8	3.6	1.2	3				
2015	1	7	9.8	6.4	3.4	3.4				
2015	1	8	9	9	1	5				
2015	1	9	0	0.2	-4	1				
2015	1	10	1	1	-6	2				
2015	1	11	2	1	-4.6	2.4				
2015	1	12	0	0.8	-3.2	2				
2015	1	13	1	4	-2.2	2				
2015	1	14	2.8	2.8	-2	2				
2015	1	15	2	0	-1.2	3				
2015	1	16	3.6	1	2	4.4				
2015	1	17	3	2	-3	3				
2015	1	18	4.8	3.6	-2	1				
2015	1	19	4	3	-5	1				
2015	1	20	1	-1	-6	1.8				
2015	1	21	-1.2	0.8	-4.8	1				
2015	1	22	-1.2	-2	-2.4	1				
2015	1	23	4	0.6	-3	1				
2015	1	24	3	1.6	-5	1				
2015	1	25	0	0.8	-5	0				
2015	1	26	1	0.2	-5	-3.6				
2015	1	27	-1	-0.2	-3.8	-3.6				
2015	1	28	0.4	0.2	-3	-3.2				
2015	1	29	2.8	0.2	-1.2	2.2				
2015	1	30	4	2.6	2	4				
2015	1	31	2	4	-2	2				
2015	2	1	3	4	-1	1				
2015	2	2	2	5.6	0	1				
2015	2	3	3.8	7.4	0.2	2.6				
2015	2	4	8	10	2.6	5				
2015	2	5	7	7.4	1	4				
2015	2	6	3	4.4	-2	1				
2015	2	7	2	1.2	-2	0				
2015	2	8	3.8	4.4	-0.8	1.8				
2015	2	9	6	6	3.4	4				
2015	2	10	9	7.6	5.8	5				
2015	2	11	10.5	9	7	6				
2015	2	12	9	9	4	6				
2015	2	13	7.5	8	3	6				
2015	2	14	5	4.2	0	5				
2015	2	15	4.5	3.6	-2	2				
2015	2	16	4	1.6	-2	2.2				
2015	2	17	3	3.4	-0.2	1				
2015	2	18	4.6	5.2	0	1				
2015	2	19	3	5.4	-1	2				
2015	2	20	4	2.4	-5	3				
2015	2	21	5	4	-2	-1				
2015	2	22	4	2.6	-5	-1				
2015	2	23	3	1.6	-5	-0.8				
2015	2	24	2	-1	-6	-2.2				
2015	2	25	3	0.2	-5.2	-2.2				
2015	2	26	4	2.6	-2.6	-1.2				
2015	2	27	4	2	-3	-1.2				
2015	2	28	2	2	-6	-1.2				
2015	3	1	3	0	-4.6	-1.2				
2015	3	2	3.5	3	-1.4	0.1				
2015	3	3	5	4	0	2				
2015	3	4	6	3	-1	1				
2015	3	5	5	3.4	0	2				
2015	3	6	4	2	-3	0				
2015	3	7	2	0.8	-5	-2				
2015	3	8	3.8	0.8	-4	-1.4				
2015	3	9	3	0.6	-1	2				
2015	3	10	2	1	-6	-3				
2015	3	11	3	-2	-8	-4.4				
2015	3	12	3.5	0	-7.4	-4.4				
2015	3	13	5	4	0.4	0.2				
2015	3	14	4	5.4	4.2	4				
2015	3	15	5.8	6.8	2	3				
2015	3	16	7	7	0	3				
2015	3	17	5	8	0.4	3				
2015	3	18	6	7	1	4				
2015	3	19	7	7	0	3				
2015	3	20	6	6	1.4	4				
2015	3	21	7.8	5.4	6.6	6.8				
2015	3	22	7	6.4	9	9				
2015	3	23	6	6	1	4				
2015	3	24	5	3	-1	4.6				
2015	3	25	7	4	0.4	6				
2015	3	26	8	8	3	4				
2015	3	27	7	7.6	1	3				
2015	3	28	6	7	2	3				
2015	3	29	7.8	10	3.2	4.8				
2015	3	30	7	10	5	5				
2015	3	31	6	7	4	4				
2015	4	1	5	7	1	3				
2015	4	2	6.8	7.4	2.4	4.8				
2015	4	3	8.8	6	3.8	7				
2015	4	4	8	9	3	6				
2015	4	5	6	8	4.4	7				
2015	4	6	8.6	8	1	2				
2015	4	7	10.5	8	2.6	4				
2015	4	8	8	5	9.4	5.4				
2015	4	9	10	8	12	12				
2015	4	10	11	11	13.6	14				
2015	4	11	10	8	13	8				
2015	4	12	9	9	7	6				
2015	4	13	8	8	6	4				
2015	4	14	9	4	3.8	5.8				
2015	4	15	10	4	2	5				
2015	4	16	9	5	3.4	6.8				
2015	4	17	8	8	6	7				
2015	4	18	10	6	6	7				
2015	4	19	11	7	5	7				
2015	4	20	10.5	11.4	6	8.4				
2015	4	21	12	10	8.4	11				
2015	4	22	12.5	12	8.4	14				
2015	4	23	10	10	6	6				
2015	4	24	11	8	6.6	7				
2015	4	25	9	9	3	6				
2015	4	26	9	6	1	6				
2015	4	27	10	7	2.4	7				
2015	4	28	9	8	7	9.4				
2015	4	29	10.8	10	9	14				
2015	4	30	11	12	9.6	11				
2015	5	1	12	13	10.6	13.2				
2015	5	2	11	13.4	13	12				
2015	5	3	12	12	15	14				
2015	5	4	11	11	9	8				
2015	5	5	13	12	10.4	12.4				
2015	5	6	12	12	9	12				
2015	5	7	11	13	10	12				
2015	5	8	12	11	8	8				
2015	5	9	11	12	10	10.2				
2015	5	10	12	15	12	14				
2015	5	11	13	12	9	11				
2015	5	12	12	12	12	12				
2015	5	13	13	14.8	12	11				
2015	5	14	13	15	18	10				
2015	5	15	11	14	14	12				
2015	5	16	12.5	15	10	10				
2015	5	17	12	11	8	11				
2015	5	18	13	12	10.2	12				
2015	5	19	14	14	10	14				
2015	5	20	14	15	12	13				
2015	5	21	15	15	11	10				
2015	5	22	14	14.6	9	10				
2015	5	23	15	15	10	12				
2015	5	24	16	15.2	11	11				
2015	5	25	15	15.4	12	13				
2015	5	26	15	17	14	13				
2015	5	27	16	18	15	14				
2015	5	28	17	20	15	12				
2015	5	29	18	20	16	16				
2015	5	30	17	22	18.4	18				
2015	5	31	16.5	22	19.4	16				
2015	6	1	17.5	22	20	18				
2015	6	2	16	20	17	19				
2015	6	3	17	20	15	18				
2015	6	4	18	18	17.4	18				
2015	6	5	17	19	20	17				
2015	6	6	17.5	21	19	17				
2015	6	7	15	22	18	18				
2015	6	8	12	18	13	15				
2015	6	9	13.8	17	11	13				
2015	6	10	15.8	15.4	16	15.8				
2015	6	11	17	19	17	18				
2015	6	12	16	20	19.4	17				
2015	6	13	17	19	16	16				
2015	6	14	18	19	13	15				
2015	6	15	17.5	18	13	14				
2015	6	16	17	18.4	15	15				
2015	6	17	18	18.2	14	16				
2015	6	18	19	20.2	14	16				
2015	6	19	19.5	22	15	16				
2015	6	20	20	20	16.4	17				
2015	6	21	20	20	22.4	19				
2015	6	22	18	21	8	18				
2015	6	23	19.8	22	18	19				
2015	6	24	21.5	22	16	18				
2015	6	25	22	22.2	16	19				
2015	6	26	21	22.4	19	19				
2015	6	27	21.5	22	18	18				
2015	6	28	22	21.4	18	18				
2015	6	29	23	22.4	17	18				
2015	6	30	22	21.4	19.2	20				
2015	7	1	23	21	22	20				
2015	7	2	21	23	19	21				
2015	7	3	22	22	19	18				
2015	7	4	19	22	19	19				
2015	7	5	20	20.4	15	18				
2015	7	6	21.8	19.4	16	20				
2015	7	7	23.8	21	18.6	18				
2015	7	8	23	21	17	20				
2015	7	9	22	21.4	17	18				
2015	7	10	23.8	22	17.6	19				
2015	7	11	22	22	22	22.4				
2015	7	12	23	22.4	19	21				
2015	7	13	23	22.6	17	19				
2015	7	14	22	22	18	20				
2015	7	15	23.8	22	17	19				
2015	7	16	26	22	17	19				
2015	7	17	24	22.2	16	19				
2015	7	18	23	22	15	18				
2015	7	19	21	21.4	14	18				
2015	7	20	20	19	13	11				
2015	7	21	16.5	16	9	12				
2015	7	22	19	15.4	10	12				
2015	7	23	20	16	12	11				
2015	7	24	21	16	13	15				
2015	7	25	22	18.8	14	16				
2015	7	26	23	19	15	17				
2015	7	27	23	20.8	15	17				
2015	7	28	24.5	20.6	16.4	18				
2015	7	29	24	21	18	19				
2015	7	30	23	21	18	19				
2015	7	31	24	20	16	18				
2015	8	1	25	20	16.8	19				
2015	8	2	24	21	19.2	20				
2015	8	3	25	21.4	18	19				
2015	8	4	24.5	18	19	20				
2015	8	5	25	21	19	19				
2015	8	6	24	21	19	21				
2015	8	7	23	22	17	20				
2015	8	8	24	21	18	20				
2015	8	9	25	22	17	20				
2015	8	10	22	20	14	18				
2015	8	11	23.8	20	14	16				
2015	8	12	23.5	17.4	16	17				
2015	8	13	24.8	20	15	16				
2015	8	14	24	20.4	16	18				
2015	8	15	23	20.6	18	19				
2015	8	16	24.8	21	18.4	20				
2015	8	17	23	21	20.2	20				
2015	8	18	24	21	20	20				
2015	8	19	25	21	20	18				
2015	8	20	24.5	21	22	19				
2015	8	21	23	21.2	19	20				
2015	8	22	24	24	18	20				
2015	8	23	25	22	17	18				
2015	8	24	23	21	15	17				
2015	8	25	21	20	14.6	16				
2015	8	26	19	18	13	15				
2015	8	27	20.6	18	13.8	16				
2015	8	28	20	18	13	14				
2015	8	29	19.5	18	12	16.2				
2015	8	30	20	18	12	14				
2015	8	31	21	18	13	14				
2015	9	1	20	18	14	16				
2015	9	2	19	18	12	15				
2015	9	3	16	15	10	13.8				
2015	9	4	18.8	18	10.6	13				
2015	9	5	20	15	12.6	12				
2015	9	6	19	18	14	16				
2015	9	7	20	18.4	14	16				
2015	9	8	21	18	15	17				
2015	9	9	19.5	19	15	16				
2015	9	10	21	19	15	17				
2015	9	11	20	19	14	17				
2015	9	12	19.5	19	13	13				
2015	9	13	21	20	13	15				
2015	9	14	22	19	14	17				
2015	9	15	21	19	13	15				
2015	9	16	20	19	14.4	17.4				
2015	9	17	19	18	13	14				
2015	9	18	15	18	11	15				
2015	9	19	14	14.8	7	10				
2015	9	20	15	14	6	9				
2015	9	21	16	15	7.4	11				
2015	9	22	16	15	11.6	12				
										
										
										
										
										
										
										
										
										
										
										
										
