year	month	day	34.5	190	1500	1040
2014	4	13	19.5	21	20	23.8
2014	4	14	20.5	23	19.4	22.4
2014	4	15	18.4	19.6	19	20.2
2014	4	16	23.5	26	18.6	24.6
2014	4	17	24	25.4	15.8	20.4
2014	4	18	25	30	22.2	26.8
2014	4	19	23	32	20	28.6
2014	4	20	27	31	20	25.6
2014	4	21	24	26	21.6	24.2
2014	4	22	24	26	24	23.6
2014	4	23	21.6	27	20	25.4
2014	4	24	20	24	13.6	18.4
2014	4	25	20	24	15	28.4
2014	4	26	23	25	22.2	30.4
2014	4	27	20.4	22	24	23.6
2014	4	28	20	20	16.4	16.4
2014	4	29	26	27	21.4	26.6
2014	4	30	27	36	24	29.4
2014	5	1	28	33	26.2	31.4
2014	5	2	26	29	24	24.8
2014	5	3	23	26	22	29.4
2014	5	4	21	29	19	25.2
2014	5	5	22.5	26	15	22.2
2014	5	6	26	31	18	24.4
2014	5	7	25	32	16	24.4
2014	5	8	26	26	20	24.6
2014	5	9	31	31	23.2	30.4
2014	5	10	30	31	23.8	30.4
2014	5	11	29	32.4	24.8	30.8
2014	5	12	31	34	25.2	31.6
2014	5	13	32	35	25	30.4
2014	5	14	29	32.6	21.6	31.8
2014	5	15	27	29	15.2	25.6
2014	5	16	30.5	31	17.8	25.2
2014	5	17	35	34.6	20.6	26.4
2014	5	18	37	37	23.6	29.6
2014	5	19	38	35	24	31.8
2014	5	20	40	37.6	24	32.4
2014	5	21	27	34	21.4	29.6
2014	5	22	22.5	30	15.8	20.4
2014	5	23	32	30	22.2	25.6
2014	5	24	34	34	24	30.6
2014	5	25	40	39	27	29.6
2014	5	26	37	35	28	31.8
2014	5	27	36	35	26	28.4
2014	5	28	36	39	25.6	31.4
2014	5	29	37	35	21	27.4
2014	5	30	35	35	21	26.6
2014	5	31	38	37	22.2	30.4
2014	6	1	40	38	25	31.6
2014	6	2	38	39	26	31.6
2014	6	3	40	41	28	31.8
2014	6	4	31.4	28	28	30.4
2014	6	5	25	32	14	21.6
2014	6	6	34	32	20	24.8
2014	6	7	37.5	38	27	33.6
2014	6	8	39	35	29.6	32.4
2014	6	9	35	36	27	31.6
2014	6	10	38	35	30.2	30.6
2014	6	11	34	33	30.2	31.4
2014	6	12	32.5	27	28	30.6
2014	6	13	30	28	17.6	25.4
2014	6	14	31	31	17	23.6
2014	6	15	36.5	35	22.6	28.4
2014	6	16	36	35	22.6	29.4
2014	6	17	37	36.4	24	29.6
2014	6	18	34	36	27	29.4
2014	6	19	36	36	26	31.4
2014	6	20	40	38	28	31.8
2014	6	21	42	43	32	35.8
2014	6	22	34	38	30.4	35.8
2014	6	23	32.5	31	24.2	29.6
2014	6	24	33	31	30	25.2
2014	6	25	32.5	33	23	27.4
2014	6	26	34	35	28	30.4
2014	6	27	33	36	24	29.4
2014	6	28	36	38	26	30.2
2014	6	29	37.5	38	27	30.4
2014	6	30	36	34	23	30.4
2014	7	1	30.5	33	24	28.4
2014	7	2	30	34	22	27.2
2014	7	3	31	33	21	24.6
2014	7	4	30.5	36	23.8	28.6
2014	7	5	38	37.6	28	33.4
2014	7	6	39	39	29	33.2
2014	7	7	38	38	28	32.6
2014	7	8	35	37	26	33.8
2014	7	9	34	34	27	30.4
2014	7	10	35	35	26.6	31.2
2014	7	11	33	36	27.2	31.6
2014	7	12	35	37	26.2	29.8
2014	7	13	40	38	27	33.4
2014	7	14	39	37.4	26.6	31.8
2014	7	15	37	37	29	30.2
2014	7	16	39.5	37	27	31.4
2014	7	17	40	38	26	31.6
2014	7	18	39	39	28.2	31.4
2014	7	19	41	36	33.2	34.6
2014	7	20	37	35	28	29.2
2014	7	21	32.6	32	27	29.4
2014	7	22	34	35	21.2	28.2
2014	7	23	36	35	22	25.6
2014	7	24	35	37	26.2	31.4
2014	7	25	40	38	35.2	34.4
2014	7	26	34	38	30	34.2
2014	7	27	33.5	38	27.8	31.6
2014	7	28	35	34	21.2	26.2
2014	7	29	36	31	17.6	23.4
2014	7	30	35	33	19.2	22.6
2014	7	31	36	35	21.8	23.2
2014	8	1	38	37	25.2	22.6
2014	8	2	37.5	36	26.8	31.8
2014	8	3	39	37	28.8	31.2
2014	8	4	40	38	27.8	33.4
2014	8	5	39.5	38.4	32	34.4
2014	8	6	40.5	38	36	36.6
2014	8	7	40	38.4	30	31.6
2014	8	8	39	38	30	31.4
2014	8	9	40	38	32	31.4
2014	8	10	40	38.4	33	33.4
2014	8	11	39.5	38.6	27	30.4
2014	8	12	40.5	36.8	26.6	27.8
2014	8	13	40	37	25.2	32.6
2014	8	14	36	34	21.2	31.4
2014	8	15	37	32.4	26	28.4
2014	8	16	40.5	37	26	31.4
2014	8	17	37	37	25	30.4
2014	8	18	37	38	30	35.4
2014	8	19	43	42.4	29	34.6
2014	8	20	42	40	27.4	31.4
2014	8	21	38	39	25.6	32.6
2014	8	22	37	38.4	25.6	28.4
2014	8	23	38	37	25.2	31.4
2014	8	24	38	37	27	32.4
2014	8	25	44	42	29	33.4
2014	8	26	40	39	27	33.8
2014	8	27	39	38	25.6	31.4
2014	8	28	40	39	26.8	30.2
2014	8	29	46	40	28	32.4
2014	8	30	37	40	23.6	28.4
2014	8	31	37.5	35.6	22.2	29.6
2014	9	1	38	36	25	27.6
2014	9	2	36.5	38	25	28.6
2014	9	3	39	37.6	28	30.2
2014	9	4	38	37	26	29.8
2014	9	5	34	36	25	28.6
2014	9	6	33	32	21	24.4
2014	9	7	32	33	24	29.4
2014	9	8	36	35.4	27.4	27.6
2014	9	9	39	38	29	34.6
2014	9	10	37	37	27.2	31.8
2014	9	11	33	37.4	28	32.8
2014	9	12	37	37	29	31.6
2014	9	13	35	37	28	27.8
2014	9	14	33.5	38	25	29.6
2014	9	15	34	38	34	24.8
2014	9	16	34	39	26	26.4
2014	9	17	30.4	34	25	24.4
2014	9	18	35	36	28.2	26.6
2014	9	19	35	34	28.2	27.4
2014	9	20	34	34	25.2	26.6
2014	9	21	35	33	21	25.6
2014	9	22	31	31	20.2	24.8
2014	9	23	33	33	19	23.6
2014	9	24	38	38	27	29.4
2014	9	25	35	30	22.8	26.6
2014	9	26	29.8	25.4	17	21.4
2014	9	27	30.5	31	19	24.2
2014	9	28	35	34	26	28
2014	9	29	34.5	35	30	31
2014	9	30	29.8	26	22.6	24.2
2014	10	1	27	26.6	18.2	21
2014	10	2	31	28	20.4	24
2014	10	3	27	30	14.4	21
2014	10	4	28.5	28	21	20.4
2014	10	5	31	29.8	21	23
2014	10	6	29	29.4	20	23
2014	10	7	25.6	26	14	20
2014	10	8	20	21	10.2	17.6
2014	10	9	22	24.6	15.2	18.6
2014	10	10	23	25	12	16.4
2014	10	11	20	19	11	16.4
2014	10	12	24	25	12	14.4
2014	10	13	25	26	17	20
2014	10	14	27	27	17.4	24.6
2014	10	15	31.5	31	21	21
2014	10	16	31	32	22	25.8
2014	10	17	31	31	20	25.6
2014	10	18	30.5	30.8	18.6	23
2014	10	19	33.5	33	19	24
2014	10	20	28.6	26.4	16.4	18.2
2014	10	21	15.5	19	20	16
2014	10	22	24	23	17.4	16
2014	10	23	30.2	32	18	23
2014	10	24	34	33	19	25
2014	10	25	26	28	19	18.8
2014	10	26	21.2	25	12.8	14.8
2014	10	27	16	20	6	10.2
2014	10	28	18	17	7	11.4
2014	10	29	22	20	7.6	12.6
2014	10	30	24	22.4	10	16
2014	10	31	26.5	24.2	14	20
2014	11	1	24	22.6	13.4	20.4
2014	11	2	21	22.2	12.2	16
2014	11	3	23	23.4	10	16
2014	11	4	13	23.2	6	16.6
2014	11	5	11	20	2.8	6
2014	11	6	19	19	4	12
2014	11	7	19.5	16.8	4	10
2014	11	8	24	24	10	15
2014	11	9	21	22.4	12	17.8
2014	11	10	20	20.6	9.4	13.2
2014	11	11	15	20	6.6	11
2014	11	12	18	17	4	9.8
2014	11	13	20	20	8	13.8
2014	11	14	21	20	9.2	15
2014	11	15	27.5	29	13	19.8
2014	11	16	29	33	14	21
2014	11	17	22	28.4	13	15
2014	11	18	17	24	10	14
2014	11	19	15	22.2	6	8
2014	11	20	18.5	19.2	7	10
2014	11	21	19	19.6	9.2	15
2014	11	22	21	20	11	20
2014	11	23	18	23	11.6	12.8
2014	11	24	16	21	6.6	9
2014	11	25	12.5	18.6	7	6.4
2014	11	26	18	14	3.6	7
2014	11	27	14	13	7.2	12.2
2014	11	28	18	14	7	9
2014	11	29	13	12.4	4.2	7
2014	11	30	17	15.2	4	8.2
2014	12	1	24	21	6	15.2
2014	12	2	16	19	8.4	12
2014	12	3	11	16	5.2	13
2014	12	4	12.5	14	2.2	8
2014	12	5	14	15	4	8
2014	12	6	12.5	12.4	2.2	8
2014	12	7	13	15.4	3	8
2014	12	8	15	14	7	13
2014	12	9	21	21	8.2	16
2014	12	10	17	18	10.2	16
2014	12	11	16	19	9	14
2014	12	12	26	24	9	16
2014	12	13	26	28	10	16
2014	12	14	18	25.4	10	10
2014	12	15	15.5	19	6.2	9.8
2014	12	16	15	17	4.2	6.8
2014	12	17	11.6	13.6	2.2	5
2014	12	18	16	18	5	12
2014	12	19	15	18	5.4	10
2014	12	20	13	15	6.2	9.2
2014	12	21	11.5	16	5.4	6
2014	12	22	16	21	6.2	13.2
2014	12	23	17	15	4.4	8
2014	12	24	14	13	4	8
2014	12	25	20	21	6.4	13.4
2014	12	26	22	22.4	7	12.2
2014	12	27	26	25	7.4	13.8
2014	12	28	28	25	8.6	13.8
2014	12	29	19.2	22	8	9.2
2014	12	30	26	25.4	8.6	17
2014	12	31	23	22	10	18
2015	1	1	17	18.6	7.6	11
2015	1	2	20	19	7	14
2015	1	3	18	15	7	8.8
2015	1	4	19	20.4	7.8	15
2015	1	5	20	17.4	8	16
2015	1	6	26.5	26	10	15
2015	1	7	30.5	26.4	11	16
2015	1	8	19.4	23	10.2	15.2
2015	1	9	7.4	22	1	5.2
2015	1	10	11	18.4	0	4
2015	1	11	17	19.6	3	11
2015	1	12	19	17	3	9
2015	1	13	21	23	7	11
2015	1	14	16.5	19	7	12
2015	1	15	14	17	10	8
2015	1	16	17	18	9	16
2015	1	17	11	14.4	6.4	12.4
2015	1	18	12	11	0.2	4.6
2015	1	19	11	11	-1	4
2015	1	20	15	15	3.2	8
2015	1	21	16	14.8	3.6	7
2015	1	22	17	14.2	7	12.2
2015	1	23	11	11	3.6	4.6
2015	1	24	8	9	1	3
2015	1	25	13	14	3	8.6
2015	1	26	14	14	3	6
2015	1	27	11	12	6	6
2015	1	28	14	17	7	8
2015	1	29	15	16	10	15
2015	1	30	17	14.2	10	15
2015	1	31	11	10.4	7.4	10.4
2015	2	1	18	17	6	13
2015	2	2	25	24	9	14.8
2015	2	3	26	25.4	10	17
2015	2	4	28	27	12	16
2015	2	5	20.6	22	8.4	8.2
2015	2	6	15	18	4	14
2015	2	7	26	25	8	14
2015	2	8	18	20.4	9	16
2015	2	9	20	22	12	17.2
2015	2	10	23	24.2	12.4	20
2015	2	11	20	21	11.6	18
2015	2	12	15	18	11.6	16
2015	2	13	14	13	8.4	12.6
2015	2	14	12	9.8	3.8	6.6
2015	2	15	15	14	4	10
2015	2	16	14	13.6	7	13
2015	2	17	15	19	10	14
2015	2	18	13	17	7.6	10.4
2015	2	19	11	14	5	8
2015	2	20	13	11	5	6
2015	2	21	11.5	10	3.8	4
2015	2	22	10	7	0.2	3
2015	2	23	6.5	7	-3	2
2015	2	24	9	5	-1	3
2015	2	25	11.5	12	3	7
2015	2	26	9	6	1.4	4
2015	2	27	11	9	-0.4	4.8
2015	2	28	18	18	3	11
2015	3	1	18.5	16	8	12.4
2015	3	2	17.5	16	8	11.8
2015	3	3	22	18	6	12
2015	3	4	15	14	7.2	9.2
2015	3	5	19	18	6	10
2015	3	6	12.4	14	3.6	10
2015	3	7	19	16	3.2	11
2015	3	8	21	15	6	9
2015	3	9	13	16	1.6	5
2015	3	10	19	10	-2.2	3
2015	3	11	20	15	4	8
2015	3	12	21	21	15	18
2015	3	13	22.5	25	15	15.2
2015	3	14	20.5	19	11	15.2
2015	3	15	19.5	16	10	14
2015	3	16	17.5	16	10	11.4
2015	3	17	15	15	7	10.8
2015	3	18	12	13	5.6	8
2015	3	19	13.5	12	10	7.4
2015	3	20	12	11	14.4	19.4
2015	3	21	14	12.4	19	23
2015	3	22	18.5	16	18	15
2015	3	23	15	13	14.8	14
2015	3	24	22	20	11	10
2015	3	25	17	16	8.4	11
2015	3	26	14	13	5	8
2015	3	27	22	18	7	10
2015	3	28	23	24	15	21
2015	3	29	24.5	22	17	21
2015	3	30	19.4	20	16	21
2015	3	31	17	19	10	16.6
2015	4	1	18	17	14	8
2015	4	2	20	18.6	15	13
2015	4	3	21	23	15	16
2015	4	4	17	13	21	18
2015	4	5	14	13	11.8	10
2015	4	6	16.5	14	20	13
2015	4	7	18	17	22	14
2015	4	8	22	20	22.2	26
2015	4	9	35.5	29	23	28
2015	4	10	40	37	27	33
2015	4	11	23.8	24	23	24.6
2015	4	12	15	15	20	15
2015	4	13	17	14	38	14.2
2015	4	14	18	17	38	15
2015	4	15	24	23	14.2	19
2015	4	16	23	32	22	25
2015	4	17	27.5	23	17.4	18.6
2015	4	18	23.5	24	15	21
2015	4	19	31	30	18	23
2015	4	20	33	30	25	29
2015	4	21	35	32	25	27
2015	4	22	37	27	27	32
2015	4	23	21.5	24	23	18.2
2015	4	24	22.5	22	27	20
2015	4	25	20	20	16.4	13.4
2015	4	26	24	22	15	19
2015	4	27	31	30	21	27
2015	4	28	29	27	22	29
2015	4	29	31	30	19	28.4
2015	4	30	36	30	24	29
2015	5	1	34	34	28	32
2015	5	2	29	33	28	25
2015	5	3	34	29	25	23
2015	5	4	32	31	25	24
2015	5	5	28.5	30	23	21.4
2015	5	6	23.4	23	17.6	18
2015	5	7	20	21	20	19
2015	5	8	27	26	19	21
2015	5	9	31.5	29	25	23
2015	5	10	30	27	21	21.2
2015	5	11	24	29	21	22
2015	5	12	26.5	29	25.2	31
2015	5	13	31	25	27	32
2015	5	14	25.5	20	30	37
2015	5	15	27	24	21	29
2015	5	16	30	28	17	30
2015	5	17	35	33	20	31
2015	5	18	36	32	20.2	32
2015	5	19	34	32	27	34
2015	5	20	28.6	35	19.4	33
2015	5	21	31	30.4	19	33
2015	5	22	27	33.4	20.4	35
2015	5	23	33	32	19	32
2015	5	24	34	32.6	24	34
2015	5	25	31	30	26	33
2015	5	26	34	36	29	35
2015	5	27	40	37	25.4	36
2015	5	28	39	39	25.4	40
2015	5	29	41	40	27	40
2015	5	30	44	46	32	46
2015	5	31	42	43	31	40
2015	6	1	41	41.2	29	47
2015	6	2	38	34.6	31	45
2015	6	3	39	37.4	32	31
2015	6	4	43	38	32	35
2015	6	5	44	37.4	32	31
2015	6	6	45	38	32	31
2015	6	7	36.2	33	26.2	30
2015	6	8	26	30	15.6	23
2015	6	9	29.5	30.4	27	23
2015	6	10	31	34	27	31
2015	6	11	31.5	38	31	31
2015	6	12	30	34	30	30
2015	6	13	28	30	20	30
2015	6	14	33.5	29	22	25
2015	6	15	36	33	30	30
2015	6	16	33	33	30	29
2015	6	17	32	30	22	27
2015	6	18	36	34	24.4	28
2015	6	19	39	37	25.4	31
2015	6	20	42	38	30	36
2015	6	21	41	37	31	37
2015	6	22	40	38	32	33
2015	6	23	42	38	29.4	32
2015	6	24	41	38	27	33
2015	6	25	42	39	28	33
2015	6	26	37	41	28.4	31
2015	6	27	38.5	36	29	33
2015	6	28	37	37.4	29	31
2015	6	29	43	40	33	33
2015	6	30	42	38	33	37
2015	7	1	40	37	33	32
2015	7	2	36.6	34	25	29
2015	7	3	39	37	35	32
2015	7	4	36	32	25.6	29.8
2015	7	5	33	34	23.4	33
2015	7	6	38	39	29.4	36
2015	7	7	40	34	25	34
2015	7	8	39	34	25.2	34
2015	7	9	38	37	28	36.6
2015	7	10	42	40	32	37
2015	7	11	39.8	38	31	33
2015	7	12	38	38	25	32
2015	7	13	40	38	32.4	33
2015	7	14	34.8	34	23.4	29.8
2015	7	15	35	37	33	30
2015	7	16	36	35	25.6	29
2015	7	17	37	34	22.4	26.6
2015	7	18	34	32	21	24.4
2015	7	19	32	31	20	22.6
2015	7	20	30	28	17.4	21.4
2015	7	21	34	30	19	28.4
2015	7	22	35	33	23	29
2015	7	23	34.5	32	21	25
2015	7	24	35	34	22	26
2015	7	25	38	34	25	30
2015	7	26	39	34	25	29
2015	7	27	38.5	38	27	31
2015	7	28	41	38	29	33
2015	7	29	40	38	28	33
2015	7	30	40.5	37	25	29
2015	7	31	41	38	25	30
2015	8	1	40	41	29	33
2015	8	2	42	40	28	34
2015	8	3	41	38	26	33
2015	8	4	40	38	27	31
2015	8	5	41	42	30	34
2015	8	6	40	38	27.2	31
2015	8	7	39	36	25	28
2015	8	8	37.4	38	25	30
2015	8	9	34	32	24	29
2015	8	10	35	31	22	29
2015	8	11	38	35	26	31
2015	8	12	39	38	26.4	31
2015	8	13	40.5	37	25	30
2015	8	14	41	41	29	35
2015	8	15	40	41	28	36
2015	8	16	42	46	33	39
2015	8	17	38	38	39	38
2015	8	18	40	37	30	33
2015	8	19	40	38	35	31
2015	8	20	39	38	32	31
2015	8	21	35.5	31	24	28.8
2015	8	22	36.5	34	23.2	29
2015	8	23	37	34	22.2	29
2015	8	24	36	34	24.4	28
2015	8	25	31	34	20	26
2015	8	26	29	33	20.4	23.6
2015	8	27	27	34	18	22.4
2015	8	28	34	30	19	22.4
2015	8	29	32	33	20	26.4
2015	8	30	33.5	34	23	28
2015	8	31	32	34	21	25
2015	9	1	33	30	22	23.4
2015	9	2	33	30	19	23
2015	9	3	36	33	21	23
2015	9	4	35	38	25	23
2015	9	5	38	38	25	24
2015	9	6	36	38	23.2	29
2015	9	7	37	38	27	32
2015	9	8	38	34	26	31
2015	9	9	39	32	25	28
2015	9	10	38	34	21	26
2015	9	11	37	34	23	26
2015	9	12	35	34	21	24
2015	9	13	37	34	23	27
2015	9	14	37	34	24	26
2015	9	15	37.5	34	23	29
2015	9	16	36	31	25	24.6
2015	9	17	34	26	18.4	23
2015	9	18	29	25	14.2	27
2015	9	19	31	29	15	21
2015	9	20	33	30	16.8	23
2015	9	21	35	33	22	28
2015	9	22	34.8	34	24	29
						
						
						
						
						
						
						
						
						
						
						
						
