year	month	day	34.5	190	1500	280	1000				
2005	5	6	22	38.5	0	23	3				
2005	5	7	4	11	7	7	0				
2005	5	8	0	0	12	0	0				
2005	5	9	0	0	0	0	0				
2005	5	10	0	0	0	0	0				
2005	5	11	0	0	0	0	0				
2005	5	12	0	0	1	0	0				
2005	5	13	0	0	0	0	0				
2005	5	14	0	0	0	0	0				
2005	5	15	0	0	0	0	0				
2005	5	16	7	4	0	4.5	4.5				
2005	5	17	0.5	0	1	0	0				
2005	5	18	6	11	0	10	0				
2005	5	19	0	0	2	1.5	0				
2005	5	20	5	3	0	15.5	0				
2005	5	21	1	1	0	0	0				
2005	5	22	0	0	0	0	0				
2005	5	23	0	0	0	0	0				
2005	5	24	0	0	0	0	0				
2005	5	25	0	0	0	0	0				
2005	5	26	0	0	0	0	0				
2005	5	27	0	0	0	0	0				
2005	5	28	0	0	0	0	0				
2005	5	29	0	0	0	0	0				
2005	5	30	6.5	0	0	5	4				
2005	5	31	0	0	1	0	0				
2005	6	1	0	0	0	0	0				
2005	6	2	4	3	0	0	0				
2005	6	3	2	0	5	0	0				
2005	6	4	0	0	1	0	0				
2005	6	5	0	0.5	0	0	0				
2005	6	6	0	0	0	0	0				
2005	6	7	9.5	13	0	14.5	0				
2005	6	8	3.5	2	0	8	0				
2005	6	9	0	0	11	9.5	0				
2005	6	10	0	0	12	0	0				
2005	6	11	0	0	0	0	0				
2005	6	12	0	0	0	0	0				
2005	6	13	0	0	0	0	0				
2005	6	14	0	0	0	0	0				
2005	6	15	0	2.5	0	0	0				
2005	6	16	0	0	0	0	0				
2005	6	17	0	0	0	0	0				
2005	6	18	2	4.5	0	7	0				
2005	6	19	0	0	0	0	0				
2005	6	20	0	0	0	0	0				
2005	6	21	0	0	0	0	0				
2005	6	22	0	0	0	0	0				
2005	6	23	0	0	0	0	0				
2005	6	24	0	3	0	0	0				
2005	6	25	0	0	0	0	0				
2005	6	26	1	18	0	8.5	0				
2005	6	27	0	0	0	0	0				
2005	6	28	2	1.5	1	0	0				
2005	6	29	3	2	0	4	0				
2005	6	30	0	0	0	0	0				
2005	7	1	0	0	0	0	0				
2005	7	2	0	0	0	0	0				
2005	7	3	0	0	0	0	0				
2005	7	4	0	0	0	0	0				
2005	7	5	0	0	0	0	0				
2005	7	6	0	0	0	0	0				
2005	7	7	0	0	0	0	0				
2005	7	8	0	0	0	0	0				
2005	7	9	0	0	0	0	0				
2005	7	10	0	0	0	0	0				
2005	7	11	0	0	0	0	0				
2005	7	12	0	0	0	0	0				
2005	7	13	0	0	2	0	0				
2005	7	14	0	0	5	14.5	0				
2005	7	15	0	0	0	0	0				
2005	7	16	0	0	0	0	0				
2005	7	17	0	0	0	0	0				
2005	7	18	0	0	0	0	0				
2005	7	19	0	1	0	0	0				
2005	7	20	0	2	0	0	0				
2005	7	21	0	0	0	0	0				
2005	7	22	0	0	0	0	0				
2005	7	23	0	0	0	0	0				
2005	7	24	0	0	0	0	0				
2005	7	25	0	0	0	0	0				
2005	7	26	0	0	0	0	0				
2005	7	27	0	0	0	0	0				
2005	7	28	0	0	0	0	0				
2005	7	29	0.5	6	0	0	0				
2005	7	30	0	0	0	3	0				
2005	7	31	0	4.5	5	0	4.5				
2005	8	1	0	0	0	0	0				
2005	8	2	0	0	0	0	0				
2005	8	3	0	0	0	0	0				
2005	8	4	0	0	0	0	0				
2005	8	5	0	0	0	0	0				
2005	8	6	0	0	0	0	0				
2005	8	7	0	0	0	0	0				
2005	8	8	0	0	0	0	0				
2005	8	9	0.5	0	0	0	13				
2005	8	10	4	13	29	8.5	14				
2005	8	11	0	0	0	0	0				
2005	8	12	0	0	0	0	0				
2005	8	13	20.5	0	0	7.5	0				
2005	8	14	2.5	4	0	0	0				
2005	8	15	0	0	0	0	0				
2005	8	16	0	0	0	0	0				
2005	8	17	0	0	0	0	0				
2005	8	18	0	0	0	0	0				
2005	8	19	0	0	0	0	0				
2005	8	20	0	0	0	0	0				
2005	8	21	0	0	0	0	0				
2005	8	22	0	4	0	0	0				
2005	8	23	0	1	0	0	0				
2005	8	24	0	0	0.5	0	0				
2005	8	25	0	0	0	0	0				
2005	8	26	0	0	0	0	0				
2005	8	27	0	0	0	0	0				
2005	8	28	0	0	0	0	0				
2005	8	29	0	0	0	0	0				
2005	8	30	13	18	0	11	3.5				
2005	8	31	2	3	0	0	0				
2005	9	1	0	0	1	0	0				
2005	9	2	0	0	0	0	0				
2005	9	3	0	0	0	0	0				
2005	9	4	0	0	0	0	0				
2005	9	5	0	0	0	0	0				
2005	9	6	1	1.5	1.5	0	0				
2005	9	7	2.5	1.5	1.5	12	0				
2005	9	8	19	2	0	17.5	0				
2005	9	9	10.5	16	0	7.5	0				
2005	9	10	1.5	0	0	0	0				
2005	9	11	0	0	0	0	0				
2005	9	12	0	0	0	0	0				
2005	9	13	0	7	0	0	0				
2005	9	14	0	0	0	0	0				
2005	9	15	0	0	0	0	0				
2005	9	16	0	0	0	0	0				
2005	9	17	0	0	1	0	0				
2005	9	18	0	0	0	0	0				
2005	9	19	0	0	0	0	0				
2005	9	20	0	0	0	0	0				
2005	9	21	0	0	0	0	0				
2005	9	22	0	0	0	0	0				
2005	9	23	0	0	0	0	0				
2005	9	24	0	0	0	0	0				
2005	9	25	0	0	0	0	0				
2005	9	26	0	0	0	0	0				
2005	9	27	0	0	0	0	0				
2005	9	28	7	5	1.5	7	5				
2005	9	29	1.5	0	0	2	0				
2005	9	30	2	3	0	0	0				
2005	10	1	0	0	1.5	8	0				
2005	10	2	3	1	0	3	0				
2005	10	3	0	0	0	0	0				
2005	10	4	0	0	0	0	0				
2005	10	5	1.5	0.5	0	0	0				
2005	10	6	0	0.5	0	0	0				
2005	10	7	0	0	0	0	0				
2005	10	8	0	0	0	0	0				
2005	10	9	22	34	5	11	1				
2005	10	10	6	5	0	0	0				
2005	10	11	0	0	0	0	0				
2005	10	12	0	0	0	0	0				
2005	10	13	0	0	0	0	0				
2005	10	14	0	2	0	6	0				
2005	10	15	0	1	0	0	0				
2005	10	16	0	0	0	0	0				
2005	10	17	0	0	0	0	0				
2005	10	18	0	0	0	0	0				
2005	10	19	0	0	0	0	0				
2005	10	20	0	0	0	0	0				
2005	10	21	0	0	0	0	0				
2005	10	22	1	5.5	1	8	0				
2005	10	23	2.5	1.5	7.5	2.5	7.5				
2005	10	24	0	0	0	0	0				
2005	10	25	0	0	0	0	0				
2005	10	26	0	0	0	0	0				
2005	10	27	0	0	0	0	0				
2005	10	28	0	0	0	0	0				
2005	10	29	0	0	0	0	0				
2005	10	30	0	0	0	0	0				
2005	10	31	0	0	0	0	0				
2005	11	1	0	0	0	0	0				
2005	11	2	0	0	0	0	0				
2005	11	3	0	0	0	0	0				
2005	11	4	2.5	0	0	0	0				
2005	11	5	0	0	0	0	0				
2005	11	6	16	26	10	19	10.5				
2005	11	7	10.5	14	7	6	2				
2005	11	8	0	0	0	0	0				
2005	11	9	35	59	15	42.5	16				
2005	11	10	2	2.5	14	11.5	5.5				
2005	11	11	2	6.5	1.5	2	2				
2005	11	12	0	0	0	0	0				
2005	11	13	0	0	0	0	0				
2005	11	14	0	0	0	0	0				
2005	11	15	0	0	0	0	0				
2005	11	16	0	0	0	0	0				
2005	11	17	0	0	0	0	0				
2005	11	18	0	0	0	0	0				
2005	11	19	0	0	0	0	0				
2005	11	20	0	0	0	0	0				
2005	11	21	0	0	0	0	0				
2005	11	22	0	0	0	0	0				
2005	11	23	3	2	0	5	0				
2005	11	24	4	13	6	13	8				
2005	11	25	0	0	0	0	0				
2005	11	26	0	0	0	0	0				
2005	11	27	0	0	0	0	0				
2005	11	28	0	0	0	0	0				
2005	11	29	0	0	0	0	0				
2005	11	30	0	0	0	0	0				
2005	12	1	12	31	8.5	42	4.5				
2005	12	2	0	0	0	0	0				
2005	12	3	0	0	0	0	0				
2005	12	4	1	1	0	0	0				
2005	12	5	0	0	0	0	0				
2005	12	6	0	0.5	0	0	0				
2005	12	7	0	3.5	0	0	0				
2005	12	8	0	0	0	0	0				
2005	12	9	0	0	0	0	0				
2005	12	10	0	0	0	0	0				
2005	12	11	2.5	4.5	0	0	0				
2005	12	12	0	0	0	0	0				
2005	12	13	1.5	0.5	0	0	0				
2005	12	14	2	1.5	0	0	0				
2005	12	15	0	0	0	0	0				
2005	12	16	0	0	0	0	0				
2005	12	17	0	0	0	0	0				
2005	12	18	0	0	0	0	0				
2005	12	19	0	0	0	0	0				
2005	12	20	0	0	0	0	0				
2005	12	21	0	0	0	0	0				
2005	12	22	0	0	0	0	0				
2005	12	23	0	0	0	0	0				
2005	12	24	0	0.5	4	0	35				
2005	12	25	0	0	0	0	0				
2005	12	26	6	4.5	8	15.5	16.5				
2005	12	27	27.5	36	20	33	47				
2005	12	28	0	0	0	0	0				
2005	12	29	0	0	0	0	0				
2005	12	30	0	0	0	0	0				
2005	12	31	0	0	0	0	0				
2006	1	1	0	0	0	0	0				
2006	1	2	0	0	0	0	0				
2006	1	3	0	0	0	0	0				
2006	1	4	0	0	0	0	0				
2006	1	5	0	0	0	0	0				
2006	1	6	0	0	0	0	0				
2006	1	7	0	0	0	0	0				
2006	1	8	0	0	0	0	0				
2006	1	9	13.5	11	3.5	13	2				
2006	1	10	4	7	0	10.5	3.5				
2006	1	11	1	0	0	0	0				
2006	1	12	0	0	0	0	0				
2006	1	13	2	4.5	5	3.5	7.5				
2006	1	14	0	0	0	0	0				
2006	1	15	6	3	3.5	5	3.5				
2006	1	16	5.5	9	5.5	12	4				
2006	1	17	0	0	0	0	0				
2006	1	18	0	0	0	0	0				
2006	1	19	0	0	0	0	0				
2006	1	20	0	0	0	0	0				
2006	1	21	0	0	0	0	0				
2006	1	22	17.5	23.5	16.5	30	8.5				
2006	1	23	0	0	0	0	0				
2006	1	24	0	0	0	0	0				
2006	1	25	0	0.5	0	0	0				
2006	1	26	0	0.5	0	0	0				
2006	1	27	5.5	2.5	0	5	0				
2006	1	28	9	10.5	1	10.5	1.5				
2006	1	29	0	0	0	0	0				
2006	1	30	0	0	0	0	0				
2006	1	31	0	0	0	0	0				
2006	2	1	0	0	0	0	0				
2006	2	2	0	0	0	0	0				
2006	2	3	0	0	0	0	0				
2006	2	4	1	0	0	5.5	0				
2006	2	5	5	12	0	0	0				
2006	2	6	0	0	0	0	0				
2006	2	7	0	0	0	0	0				
2006	2	8	0	0.5	0	0	0				
2006	2	9	1	0.5	1	0	0				
2006	2	10	0	2	0	0	0				
2006	2	11	0	0	0	0	0				
2006	2	12	0	0	0	0	0				
2006	2	13	0	0	0	0	0				
2006	2	14	0	0	0	0	0				
2006	2	15	1.5	0.5	7	1	4				
2006	2	16	5.5	5	6.5	7	11.5				
2006	2	17	8.5	12.5	0	19.5	0				
2006	2	18	14.5	21	3	8	0				
2006	2	19	0	0	0	0	0				
2006	2	20	1.5	4	2	6.5	0				
2006	2	21	0	0	0	0	0				
2006	2	22	0	0	0	0	0				
2006	2	23	0	0	0	0	0				
2006	2	24	0	0	0	0	0				
2006	2	25	0	0	0	0	0				
2006	2	26	0	0	0	0	0				
2006	2	27	0	0	0	0	0				
2006	2	28	0	0	0	0	2				
2006	3	1	0	0.5	0	0	0				
2006	3	2	0	1	0	0	0				
2006	3	3	0.5	6	0	0	0				
2006	3	4	0	0	0	0	0				
2006	3	5	1.5	4.5	2	5	0				
2006	3	6	0	0	0	0	0				
2006	3	7	0	0	0	0	0				
2006	3	8	0	0	0	0	0				
2006	3	9	0	0	0	0	0				
2006	3	10	0	0	0	0	0				
2006	3	11	2	6	1	13	0				
2006	3	12	9.5	17	2	8	12				
2006	3	13	0	0	0	0	0				
2006	3	14	0	0	0	0	0				
2006	3	15	0	0	0	0	0				
2006	3	16	0	0	0	0	0				
2006	3	17	0	3	0	0	0				
2006	3	18	0	1	0	0	0				
2006	3	19	0	0	0	0	0				
2006	3	20	0	0	0	0	0				
2006	3	21	6.5	15	2.5	16	5				
2006	3	22	0	0	0	0	0				
2006	3	23	0	0	0	0	0				
2006	3	24	0	0	0	0	0				
2006	3	25	0	0	0	0	0				
2006	3	26	0	0	0	0	0				
2006	3	27	1	5.5	0	5.5	0				
2006	3	28	0	1.5	0	0	0				
2006	3	29	0	0	0	0	0				
2006	3	30	7	9.5	1	7	9.5				
2006	3	31	0	0	0	0	0				
2006	4	1	0	0	0	0	0				
2006	4	2	0	0	0	0	0				
2006	4	3	0	0	0	0	0				
2006	4	4	0	0	0	0	1.5				
2006	4	5	0	0	0	0	0				
2006	4	6	0	0	0	0	0				
2006	4	7	3.5	10.5	0	11.5	0				
2006	4	8	14.5	47	24	30	12				
2006	4	9	0	0	0	0	0				
2006	4	10	0	0	0	0	0				
2006	4	11	0	0	0	0	0				
2006	4	12	0	0	0	0	0				
2006	4	13	0	1	0	0	0				
2006	4	14	0	0	0	0	0				
2006	4	15	0	0	0	0	0				
2006	4	16	0	0	0	0	0				
2006	4	17	0	1.5	0	1	0				
2006	4	18	2	6.5	1	6	0				
2006	4	19	4	15.5	3.5	11.5	1				
2006	4	20	0	0.5	0	0	0				
2006	4	21	0	0	0	0	0				
2006	4	22	0	0	0	0	0				
2006	4	23	0	0	0	0	0				
2006	4	24	0	0	0	0	0				
2006	4	25	0	1	0	0	0				
2006	4	26	1.5	3	0	7	0				
2006	4	27	8	19	17	17	11				
2006	4	28	0	1	0	0	4.5				
2006	4	29	0	0.5	0	0	0				
2006	4	30	0	0	0	0	0				
2006	5	1	0	0	0	0	0				
2006	5	2	0	0	0	0	0				
2006	5	3	0	0.5	0	0	0				
2006	5	4	0	3	3.5	4	0				
2006	5	5	0	0	0	0	0				
2006	5	6	0.5	1	0	5.5	0				
2006	5	7	0	0	0	0	0				
2006	5	8	0	0	0	0	0				
2006	5	9	0	0	0	0	0				
2006	5	10	0	0.5	0	0	0				
2006	5	11	2.5	6.5	0	4.5	0				
2006	5	12	0	0	0	0	0				
2006	5	13	0	0	0	0	2.5				
2006	5	14	0	2	3.5	2	0				
2006	5	15	2.5	10	0	11	0				
2006	5	16	0	2.5	1	2	0				
2006	5	17	2	2	0	3	1				
2006	5	18	0	0	0	0	0				
2006	5	19	0	0	0	0	0				
2006	5	20	0	0	0	0	0				
2006	5	21	4.5	0	0	5.5	3.5				
2006	5	22	13	13.5	18	17	18.5				
2006	5	23	0	0	0	0	0				
2006	5	24	0	3	7	8	3				
2006	5	25	0	0.5	2	0	0				
2006	5	26	0	0	0	0	0				
2006	5	27	0	0	0	0	0				
2006	5	28	0	0	0	0	0				
2006	5	29	0	2.5	1.5	2.5	0				
2006	5	30	0	0.5	0	0	0				
2006	5	31	0	0	0	0	0				
2006	6	1	0	0	0	0	0				
2006	6	2	0	0	0	0	0				
2006	6	3	0	0	0	0	0				
2006	6	4	0	0	0	0	0				
2006	6	5	0	0	0	0	0				
2006	6	6	0	0	0	0	0				
2006	6	7	0	0	0	0	0				
2006	6	8	0	0	0	0	0				
2006	6	9	0	0	0	0	0				
2006	6	10	0	0	0	0	0				
2006	6	11	0	0	0	0	0				
2006	6	12	0	0	0	0	0				
2006	6	13	0	0	0	1	0				
2006	6	14	0	0	0	0	0				
2006	6	15	0	0	0	0	0				
2006	6	16	0	0	0	0	0				
2006	6	17	0	0	0	0	0				
2006	6	18	0	1.5	0	0	0				
2006	6	19	0	0.5	0	0	0				
2006	6	20	1.5	7	0	1.5	0				
2006	6	21	0	5	0	0	0				
2006	6	22	0	0	0	0	0				
2006	6	23	0	0	0	0	0				
2006	6	24	0	0	0	0	0				
2006	6	25	0	0	0	0	0				
2006	6	26	0	0	0	0	0				
2006	6	27	0	0	0	0	0				
2006	6	28	0	0	0	0	0				
2006	6	29	0	0	0	0	0				
2006	6	30	4	3	4	0	0				
2006	7	1	1	0	0	3	0				
2006	7	2	0	0	0	0	0				
2006	7	3	0	0	0	0	0				
2006	7	4	0	0	0	0	0				
2006	7	5	4	9	0	9	0				
2006	7	6	1.5	10	0	5	0				
2006	7	7	3.5	7	0	6	0				
2006	7	8	1	3.5	0	2	0				
2006	7	9	0	0	0	0	0				
2006	7	10	0	0	0	0	0				
2006	7	11	0	0	0	0	0				
2006	7	12	0	0	0	1.5	3.5				
2006	7	13	0	0	0	0	0				
2006	7	14	0	0	0	0	0				
2006	7	15	0	0	0	0	0				
2006	7	16	0	0	0	0	0				
2006	7	17	0	0	0	0	0				
2006	7	18	0	0	0	0	0				
2006	7	19	0	0	0	0	0				
2006	7	20	0	0	0	0	0				
2006	7	21	0	0	0	5	0				
2006	7	22	0	0	0	0	0				
2006	7	23	0	0	0	0	0				
2006	7	24	0	0	0	0	0				
2006	7	25	0	1	0	0	0				
2006	7	26	0	1.5	0	15	0				
2006	7	27	0	0	0	0	0				
2006	7	28	0	0	0	0	0				
2006	7	29	0	0	0	0	0				
2006	7	30	0	2	2	0	0				
2006	7	31	4	5	2	6	0				
2006	8	1	0	0	0	0	0				
2006	8	2	0	0	0	0	0				
2006	8	3	0	0	0	0	0				
2006	8	4	0	0	0	0	0				
2006	8	5	0	0	0	0	0				
2006	8	6	0	0	0	0	0				
2006	8	7	0	0	0	0	0				
2006	8	8	0	0	0	0	0				
2006	8	9	0	0	0	0	0				
2006	8	10	0	0	0	0	0				
2006	8	11	0	0	0	0	0				
2006	8	12	0	0	0	0	0				
2006	8	13	0	0	0	0	0				
2006	8	14	0	0	0	0	0				
2006	8	15	0	0	0	0	0				
2006	8	16	0	0	0	7.5	0				
2006	8	17	0	0	0	0	0				
2006	8	18	0	0	0	0	0				
2006	8	19	0	0	0	0	0				
2006	8	20	0	0	0	0	0				
2006	8	21	0	0	0	0	0				
2006	8	22	0	0	0	0	0				
2006	8	23	0	0	0	0	0				
2006	8	24	0	0	0	0	0				
2006	8	25	0	0	0	0	0				
2006	8	26	0	0	0	0	0				
2006	8	27	0	0	0	0	0				
2006	8	28	0	0	0	0	0				
2006	8	29	0	0	0	0	0				
2006	8	30	0	0	0	0	0				
2006	8	31	2	6	2	0	1				
2006	9	1	0	1.5	0	0	2				
2006	9	2	0	0	0	0	0				
2006	9	3	0	0	0	0	0				
2006	9	4	0	0	0	0	0				
2006	9	5	0	0	0	0	0				
2006	9	6	0	0	0	0	0				
2006	9	7	0	0	0	0	0				
2006	9	8	0	0	0	0	0				
2006	9	9	0	0	0	0	0				
2006	9	10	0	0.5	0	0	0				
2006	9	11	2	8	2	0	0				
2006	9	12	0	0	0	0	0				
2006	9	13	11.5	40	3	26.5	15				
2006	9	14	0	3	3	3	1				
2006	9	15	0	0	0	0	0				
2006	9	16	0	1	0	0	0				
2006	9	17	0	0.5	4	0	0				
2006	9	18	0	0	2	4	1				
2006	9	19	0	0	0	0	0				
2006	9	20	0	0	0	0	0				
2006	9	21	0	0	0	0	0				
2006	9	22	0	0	0	0	0				
2006	9	23	0	0	0	0	0				
2006	9	24	0	0	0	0	0				
2006	9	25	0	0	0	0	0				
2006	9	26	0	0	0	0	0				
2006	9	27	1.5	11	0	0	0				
2006	9	28	1	19.5	1	21	0				
2006	9	29	0	0.5	2	0	0				
2006	9	30	0	0	0	0	0				
2006	10	1	0	0	0	0	0				
2006	10	2	0	0	0	0	0				
2006	10	3	0	0	0	0	0				
2006	10	4	0	0	0	0	0				
2006	10	5	0	0	0	0	0				
2006	10	6	0	0	0	0	0				
2006	10	7	1.5	12	0	5	0				
2006	10	8	0	0.5	0	0	0				
2006	10	9	0	0	0	0	0				
2006	10	10	0	0	0	0	0				
2006	10	11	0	0	0	0	0				
2006	10	12	0	3.5	3	0	0				
2006	10	13	1.5	2.5	1.5	0	2				
2006	10	14	0	0	0	0	2				
2006	10	15	0	0	0	0	0				
2006	10	16	0	0	0	0	0				
2006	10	17	0	1	0	0	0				
2006	10	18	0	0	0	0	0				
2006	10	19	0	0	0	0	0				
2006	10	20	4	11	5	7	1.5				
2006	10	21	0	0	0	0	0				
2006	10	22	0	0	0	0	0				
2006	10	23	0	0	0	0	1.5				
2006	10	24	0	1	0	0	0				
2006	10	25	0	0.5	0	0	0				
2006	10	26	0	0	0	0	0				
2006	10	27	0	0	0	0	0				
2006	10	28	24	2	0	8	0				
2006	10	29	1	9.5	0	0	0				
2006	10	30	0	0	0	0	0				
2006	10	31	0	0	0	0	0				
2006	11	1	0	0	0	0	0				
2006	11	2	0	0	0	0	0				
2006	11	3	0	0	0	0	0				
2006	11	4	0	0	0	0	0				
2006	11	5	0	0	0	0	0				
2006	11	6	0	0	0	0	0				
2006	11	7	0	0	0	0	0				
2006	11	8	8	24	2	5	5				
2006	11	9	6	9.5	6	3	1.5				
2006	11	10	0	0	0	0	0				
2006	11	11	0	0	0	0	0				
2006	11	12	0	0	0	0	0				
2006	11	13	0	0	0	0	0				
2006	11	14	0	0	0	0	0				
2006	11	15	2	0	0	9	2				
2006	11	16	6	39.5	12	14	4				
2006	11	17	0	0	0	0	0				
2006	11	18	0	0	0	0	0				
2006	11	19	1.5	1	0	0	0				
2006	11	20	0.5	2	4	3.5	9.5				
2006	11	21	0	1	0	31	0				
2006	11	22	0	0	0	0	0				
2006	11	23	0	0	0	0	0				
2006	11	24	0	0	0	0	0				
2006	11	25	0	0.5	0	0	0				
2006	11	26	5	3.5	2	4	3				
2006	11	27	0	5	4	2	8				
2006	11	28	5	7	15	8.5	1				
2006	11	29	18.5	26.5	16	22	1.5				
2006	11	30	0	0.5	0	0	0				
2006	12	1	0	0	0	0	0				
2006	12	2	0	0	0	0	0				
2006	12	3	2.5	4.5	8	3	6				
2006	12	4	4.5	8	19	8	7.5				
2006	12	5	0	0	0	3.5	0				
2006	12	6	0	0	0	0	0				
2006	12	7	0	0	0	0	0				
2006	12	8	4	3	0	2	0				
2006	12	9	1	3	2	6.5	0				
2006	12	10	1.5	6	3	7	0				
2006	12	11	0	0	0	0	1				
2006	12	12	0	0	0	4	2				
2006	12	13	6.5	5.5	0	7	1.5				
2006	12	14	0	0	0	0	0				
2006	12	15	0	0	0	2	0				
2006	12	16	0	0	0	0	0				
2006	12	17	0	0	0	0	5				
2006	12	18	3	4	3.5	7	9				
2006	12	19	11	15	1.5	14	14				
2006	12	20	0	0	0	0	0				
2006	12	21	0	0	0	0	0				
2006	12	22	5.5	0	0	0	3				
2006	12	23	11	25.5	3	18	0				
2006	12	24	1	2.5	0	0	0				
2006	12	25	1	2	0	3	0				
2006	12	26	0	0	0	0	0				
2006	12	27	0	0	0	0	0				
2006	12	28	7	13	7	8	0				
2006	12	29	9	19	10	13.5	11				
2006	12	30	0	0	0	1	0				
2006	12	31	0	0	0	0	0				
2007	1	1	0	1	4	6	6				
2007	1	2	0	0	0	0	0				
2007	1	3	0	0	0	0	0				
2007	1	4	0	0	0	0	0				
2007	1	5	0	0	0	0	0				
2007	1	6	0	0	0	0	0				
2007	1	7	0	0	0	0	0				
2007	1	8	5.5	7	0	6.5	0				
2007	1	9	0	0	0	0	0				
2007	1	10	0.5	0	0	0	0				
2007	1	11	0	0	0	0	0				
2007	1	12	0	0	0	0	0				
2007	1	13	0	0	0	0	0				
2007	1	14	0	0	0	0	0				
2007	1	15	1	2	6	9	3.5				
2007	1	16	0	0	0	0	0				
2007	1	17	0.5	7.5	0	12.5	0				
2007	1	18	3.5	1	0	1.5	12				
2007	1	19	0	0	0	0	0				
2007	1	20	0	0	0	0	0				
2007	1	21	0	0	0	0	0				
2007	1	22	0	0	0	0	0				
2007	1	23	0	0	0	0	0				
2007	1	24	0	0	0	0	0				
2007	1	25	0	0	0	0	0				
2007	1	26	0	0	0	0	0				
2007	1	27	0	0	0	0	0				
2007	1	28	0	0	0	0	0				
2007	1	29	0	0	0	0	0				
2007	1	30	0	0	0	0	0				
2007	1	31	0	0	0	0	0				
2007	2	1	0	0.5	0	3	0				
2007	2	2	0	0	0	0	0				
2007	2	3	0	0	0	0	0				
2007	2	4	0	0	0	0	0				
2007	2	5	5	4	1	5	7.5				
2007	2	6	0	0	0	0	0				
2007	2	7	0	0	0	0	0				
2007	2	8	15.5	2	2	16.5	8				
2007	2	9	6.5	7	1	3	0				
2007	2	10	0	0	0	0	0				
2007	2	11	1.5	0	0	0	0				
2007	2	12	0	0	0	0	0				
2007	2	13	0	0	0	0	0				
2007	2	14	0	1	0	3	0				
2007	2	15	0	3	0	2	1.5				
2007	2	16	0	0	0	0	0				
2007	2	17	4.5	5	0	8	0				
2007	2	18	2.5	2.5	0	6.5	0				
2007	2	19	3.5	6.5	0	8	2				
2007	2	20	0	0.5	0	0	0				
2007	2	21	0	0	0	0	0				
2007	2	22	0	0	0	0	0				
2007	2	23	0	0	0	0	0				
2007	2	24	0	0	0	0	0				
2007	2	25	6	12	0	21.5	0				
2007	2	26	0	0	0	0	0				
2007	2	27	0	0	0	0	0				
2007	2	28	0	0	0	0	0				
2007	3	1	0	0	0	0	0				
2007	3	2	0	0	0	0	0				
2007	3	3	0	0	0	0	0				
2007	3	4	0	0	0	0	0				
2007	3	5	0	0	0	0	0				
2007	3	6	0	0	0	0	0				
2007	3	7	11.5	23	0	15.5	7.5				
2007	3	8	2.5	23.5	2	15	6.5				
2007	3	9	0	0	0	0	0				
2007	3	10	7.5	24.5	0	19	0				
2007	3	11	11	12.5	1	11.5	0				
2007	3	12	0	0	0	0	0				
2007	3	13	0	0	0	0	0				
2007	3	14	0	0	0	0	0				
2007	3	15	0	0	0	0	0				
2007	3	16	0.5	1.5	1	0	8				
2007	3	17	34	36	13	43	19				
2007	3	18	0.5	0.5	0	3	0				
2007	3	19	1	0	0	0	0				
2007	3	20	0	0.5	0	0	3				
2007	3	21	0	0	0	4.5	0				
2007	3	22	0	0	0	0	0				
2007	3	23	0	0	0	0	0				
2007	3	24	0	0	0	0	0				
2007	3	25	0	0	0	0	0				
2007	3	26	8	12	1	8.5	0				
2007	3	27	1.5	14.5	10	17.5	2.5				
2007	3	28	1	29	19	15.5	11				
2007	3	29	9.5	27	1	25.5	2.5				
2007	3	30	5	13	3	17.5	1				
2007	3	31	2.5	4.5	0	0.5	0				
2007	4	1	0	0	0	0	0				
2007	4	2	0	0	0	0	0				
2007	4	3	18	21	11	17	16.5				
2007	4	4	0	0.5	0	0	0				
2007	4	5	0	0	0	0	0				
2007	4	6	0	0	0	0	0				
2007	4	7	0	0	0	0	0				
2007	4	8	0	0	0	0	0				
2007	4	9	0	1	0	0.5	0				
2007	4	10	2	1.5	0	1.5	0				
2007	4	11	3.5	5.5	0	5.5	0				
2007	4	12	2.5	2	0	1.5	0				
2007	4	13	2.5	4.5	3	5	1.5				
2007	4	14	1	1	0	0	0				
2007	4	15	11.5	15	4	16	14				
2007	4	16	1.5	4.5	0	2	0				
2007	4	17	0	0	0	0	0				
2007	4	18	0	0	0	0	0				
2007	4	19	0	0	0	0	0				
2007	4	20	0	0	0	0	0				
2007	4	21	0	0	0	0	0				
2007	4	22	0	1	0	1.5	0				
2007	4	23	0	0	0	0	0				
2007	4	24	0	0	0	0	0				
2007	4	25	1	4.5	0	3	0				
2007	4	26	6.5	15	4	11.5	6				
2007	4	27	1.5	0.5	0	0	0				
2007	4	28	3	4.5	0	5.5	0				
2007	4	29	0	1	1	1.5	0				
2007	4	30	0	0	0	0	0				
2007	5	1	0	0	0	1	2				
2007	5	2	0	0	0	0	0				
2007	5	3	0	0	0	0	0				
2007	5	4	0	1.5	0	1.5	0				
2007	5	5	0.5	5	0	0	0				
2007	5	6	0	0.5	0	0	0				
2007	5	7	1.5	1	9	0.5	0				
2007	5	8	0	0	0	0	0				
2007	5	9	0	0	0	0	0				
2007	5	10	0	0	0	0	0				
2007	5	11	0	0	0	0	0				
2007	5	12	0	0.5	0	0	0				
2007	5	13	0	1.5	0	4	0				
2007	5	14	0	1	0	0	1				
2007	5	15	19	28	15	38.5	3.5				
2007	5	16	0.5	4.5	0	7.5	1				
2007	5	17	0	0	0	0	0				
